source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold
"In this section we compare ORGANIZATION@1 and Wiktionary -LRB- as a concrete example of a dictionary -RRB- , but the principle is that ORGANIZATION@1 is not a dictionary , not simply that it is not Wiktionary .","In this section we compare ORGANIZATION@1 and Wiktionary -LRB- as an example of a dictionary -RRB-, but the principle is that ORGANIZATION@1 is not a dictionary.","Again , while ORGANIZATION@1 is not a dictionary , our sister project Wiktionary is ! ORGANIZATION@1 articles that are only dictionary definitions should be given the tag Template : Move to Wiktionary .",3031,0.703760322,0.998119473,-0.63640821,0.662619774,0.117562115,-3.277466059
"ORGANIZATION@1 , S.A.D. is a Spanish football club from LOCATION@1 , LOCATION@2 .",ORGANIZATION@1 is a football club which plays in LOCATION@2.,ORGANIZATION@2 is a football club which plays in LOCATION@3 .,3032,0.627960011,0.999428689,-2.571036816,0.659760987,0.997662067,-3.101523399
"He became friendly with the animals of the mountain , and later , after catching Shutendouji , the terror of the region around Mount Ooe , he became a loyal follower of Minamoto no Yorimitsu under the new name Sakata Kintoki .","He became friendly with the animals of the mountain, and later, after catching Shutendouji, the terror of the region around Mount Ooe, he became a loyal follower of Minamoto no Yorimitsu under the new name Sakata Kintoki.","He became friendly with the animals and imaginary things of the mountain . Later , after catching the terror of the region around Mount Ooe , Shutendouji , he became a great follower of Minamoto no Yorimitsu under the new name Sakata no Kintoki -LRB- å ç '' å",3033,0.946763586,0.999937713,-0.504363179,0.938909554,0.753153741,-2.87206316
"His first loss came in the form of a Raw dark match , at the TV taping on August NUMBER@1 , NUMBER@2 when he lost to PERSON@1 -LRB- PERSON@2 -RRB- .","His first loss came in the form of a dark match, at the TV taping on August NUMBER@1, NUMBER@2 when he lost to PERSON@1 -LRB- PERSON@2 -RRB-.","His first loss came in the form of a Raw dark match , at the TV taping on August NUMBER@1 , NUMBER@2 when he lost to PERSON@1 .",3034,0.908328975,0.996424973,-0.617233694,0.916566792,0.997635067,-0.522777498
"Optical depth , or optical thickness is a measure of transparency , and is defined as the negative logarithm of the fraction of radiation -LRB- or light -RRB- that is scattered or absorbed on a path .","Optical depth is a measure of transparency, and is defined as the negative logarithm of the fraction of light that is scattered or absorbed on a path.",It is defined as the fraction of radiation -LRB- or light -RRB- that is scattered or absorbed on a path .,3035,0.68823494,0.999375463,-0.752414763,0.647505105,0.992589831,-0.702799082
References See also Delta Works for another major waterworks project in the Netherlands .,References See also Delta Works for another major waterworks project in the Netherlands.,Other pages Delta Works for another major waterworks project in the Netherlands .,3036,0.96321204,0.999919653,-1.441672683,0.913433005,0.803560436,-2.872507572
"According to PERSON@1 , the inspiration for the first two verses was the death of PERSON@2 , the 21-year-old heir to the Guinness fortune and close friend of PERSON@1 and PERSON@3 , who had crashed his ORGANIZATION@1 on NUMBER@1 December NUMBER@2 in LOCATION@1 , ORGANIZATION@2 .","According to PERSON@1, the inspiration for the first two verses was the death of PERSON@2, the 21-year-old heir to the Guinness fortune and close friend of PERSON@1 and PERSON@3, who had crashed his ORGANIZATION@1 on December NUMBER@1 in LOCATION@1, ORGANIZATION@2.","Many people thinl that the first verse was written about the death of PERSON@2 , the 21-year-old heir to the Guinness fortune and close friend of PERSON@1 and PERSON@3 , who had crashed his ORGANIZATION@1 on NUMBER@1 December NUMBER@2 when a ORGANIZATION@3 pulled out of a side street into his path in LOCATION@1 , ORGANIZATION@2 .",3037,0.901009902,0.0,-0.737896502,0.909429949,0.0,-1.906108618
PERSON@1 -LRB- rural -RRB- is an administrative subdivision -LRB- taluka -RRB- of LOCATION@1 in the LOCATION@2 province of LOCATION@3 .,PERSON@1 is an administrative subdivision of LOCATION@1 in the LOCATION@2 province of LOCATION@3.,Administration,3038,0.612217006,0.984893501,-1.328742146,0.511646008,0.0,-5.940113068
"They may use cups , boxes or hats to collect the donations .","They may use cups, boxes or hats to collect the donations.",Asking customers inside a store or restaurant .,3039,0.931465288,0.999833882,-1.062867761,0.805251314,0.002606903,-4.904141426
Howard Benson -- 1958 Hammond B3,Howard Benson -- 1958 Hammond B3,Howard Benson - 1958 Hammond B3,3040,0.99999994,0.999869347,-2.952240705,0.993927717,0.965764999,-3.325677156
"PERSON@1 is a ORGANIZATION@1 in the ORGANIZATION@2 , it is located NUMBER@1 km west of LOCATION@1 .","PERSON@1 is a ORGANIZATION@1 in the ORGANIZATION@2, it is located NUMBER@1 km west of LOCATION@1.","PERSON@1 is a ORGANIZATION@1 in the ORGANIZATION@2 , it is located 35km west of the city of LOCATION@1 .",3041,0.936890541,0.999840081,-1.139365196,0.951522263,0.76288861,-1.822973609
"The Regionalverband Saarbrücken is a Kommunalverband besonderer Art , an integration of a district -LRB- PERSON@1 -RRB- and a district-free town .","The Regionalverband Saarbrücken is a Kommunalverband besonderer Art, an integration of a district and a district-free town.","The Regionalverband Saarbrücken is a Kommunalverband besonderer Art , that is , it is a special mix of a rural district and a district free city .",3042,0.800733328,0.997215867,-0.458093524,0.798034178,0.999861598,-2.021732807
"Wahlenbergia is a genus of between NUMBER@1 species of flowering plants in the family Campanulaceae , with a cosmopolitan distribution except for LOCATION@1 ; the highest species diversity is in LOCATION@2 and LOCATION@3 .","Wahlenbergia is a genus of between NUMBER@1 species of flowering plants in the family Campanulaceae, with a cosmopolitan distribution except for LOCATION@1 ; the highest species diversity is in LOCATION@2 and LOCATION@3.",Wahlenbergia is a genus of between NUMBER@2 and NUMBER@3 species of flowering plants in the family Campanulaceae . It is found everywhere except for LOCATION@1 .,3043,0.97660193,0.999895096,-0.779232383,0.925574083,0.994808853,-1.455329418
Le Sourd is a commune in the Aisne department in Picardy in northern France .,It is found in the region Picardie in the Aisne department in the north of France.,Le Sourd is a commune . It is found in the region Picardie in the Aisne department in the north of France .,3044,0.873857141,0.999764323,-2.317150354,0.973537445,0.999698043,-2.778695583
NFC East -LRB- 1970 -- present -RRB-,NFC East -LRB- 1970 -- present -RRB-,NFC East -LRB- 1970-present -RRB-,3045,1.000000238,0.999505162,-2.076323509,0.971561193,0.994195223,-2.599304199
"The Belcea Quartet is a string quartet , formed in 1994 , under the leadership of violinist Corina Belcea .","The Belcea Quartet is a string quartet, formed in 1994.",The Belcea Quartet is a string quartet which was formed in 1994 . The leader -LRB- first violinist -RRB- of the quartet is Corina Belcea .,3046,0.462391285,0.996726394,-0.639958203,0.498676303,0.999917984,-2.638050079
"Many aquatic -LRB- water -RRB- and some terrestrial -LRB- ground -RRB- plant species use hydrochory , or seed dispersal through water .","Many aquatic and some terrestrial -LRB- ground -RRB- plant species use hydrochory, or seed dispersal through water.",Water dispersal is also called hydrochory .,3047,0.809713375,0.999157727,-0.950069726,0.689989999,0.999399185,-2.151977777
"The Cherokee Outlet , often mistakenly referred to as the Cherokee Strip , was located in what is now the state of Oklahoma , in the United States .","The Cherokee Outlet, often mistakenly called the Cherokee Strip, was located in Oklahoma, in the United States.","The Cherokee Outlet , more often referred to as the Cherokee Strip , was located in what is now the state of Oklahoma , in the United States .",3048,0.691126227,0.984417677,-1.000759125,0.735968471,0.929563224,-1.006901741
"PERSON@1 's famous NUMBER@1 debate with PERSON@2 was a key moment in the wider acceptance of evolution , and in his own career .","PERSON@1's famous NUMBER@1 debate with PERSON@2 was a key moment in the wider acceptance of evolution, and in his own career.",PERSON@1 's NUMBER@1 debate with the English Bishop PERSON@2 was a famous public event .,3049,0.936001539,0.99993223,-0.880146265,0.873042503,0.902695119,-3.785820484
"Its original purpose was the malting of barley for the brewing of beer ; local barley , once malted , was sent from here to London and exported to mainland Europe .","Its original purpose was the malting of barley for the brewing of beer ; local barley, once malted, was sent from here to London and exported to mainland Europe.",When the barley had been malted it used to be sent to London and exported to Europe .,3050,0.960667325,0.9999156,-0.610121071,0.876483363,0.999912798,-2.12994647
"With the plant now missing , EVE is considered defective and taken to the repair ward along with WALL-E for cleanup . WALL-E mistakes EVE 's inspection for torture and tries to save her , accidentally releasing a horde of malfunctioning robots , getting himself and EVE designated as rogue robots .","With the plant now missing, EVE is taken to the repair ward along with WALL-E for cleanup.",WALL-E and EVE are happy .,3051,0.259020529,0.999891281,-0.975805342,0.240700213,0.270078033,-2.988562584
"It has hosted the AAA Championships and Paralympic World Cup , and was the reserve home ground of the LOCATION@1 reserve team prior to moving to Ewen Fields in June NUMBER@1 .","It has hosted the AAA Championships and Paralympic World Cup, and was the home ground for the LOCATION@1 reserve team before they moved to Ewen Fields in June NUMBER@1.",It was originally made as the warm-up track for the NUMBER@2 Commonwealth Games held at the City of LOCATION@2 which is next to it .,3052,0.925667038,0.998698235,-0.877275825,0.788984356,0.993489981,-3.960388184
"Emanuel Lasker -LRB- December 24 , 1868 -- January 11 , 1941 -RRB- was a German chess player , mathematician , and philosopher who was World Chess Champion for 27 years .","Emanuel Lasker -LRB- 24 December 1868 â '' January 11, 1941 -RRB- was a German chess player.","Emanuel Lasker -LRB- 24 December 1868 -- 11 January 1941 -RRB- was a German chess player , mathematician , and philosopher who was World Chess Champion for 27 years .",3053,0.482342504,0.998541117,-2.238248587,0.534445608,0.999912143,-1.266206264
Many songs were adaptations of poetry written by Australian bush poets including Henry Lawson and Banjo Paterson .,"Many songs were adaptations of poems written by Australian bush poets, including Henry Lawson and Banjo Paterson.",Many songs were settings of poetry written by Australian bush poets including Henry Lawson .,3054,0.972239712,0.987257957,-0.951923728,0.930078765,0.984471023,-2.172119379
"PERSON@1 , or PERSON@2 -LRB- British actor -RRB- - Britannica Online Encyclopedia -LRB- born NUMBER@1 July NUMBER@2 -RRB- DanRadcliffe.com : PERSON@3 Biography is an English actor , best known for playing PERSON@4 in the feature film series based on the popular book series .","PERSON@1, or PERSON@2 -LRB- British actor -RRB- Britannica Online Encyclopedia -LRB- born July NUMBER@1, NUMBER@2 -RRB- DanRadcliffe.com : PERSON@3 Biography is an English actor.",NUMBER@3 : PERSON@4 and the Chamber of Secrets,3055,0.592319876,0.0,-0.828359365,0.507299998,0.616073072,-4.761398792
"The Big Horn Academy Building , built in 1916 , is located in Cowley .","The Big Horn Academy Building, built in 1916, is in Cowley.",A new stone building was made for the Big Horn Academy in 1916 . In 1925 the name was changed to the Cowley High School .,3056,0.797894456,0.973136365,-1.071237803,0.78380686,0.99972266,-3.016959429
Hiroki Mizuhara is a Japanese football player .,Hiroki Mizuhara -LRB- born 1 July 1982 -RRB- is a Japanese football player.,Hiroki Mizuhara -LRB- born 15 January 1975 -RRB- is a Japanese football player .,3057,0.961118281,0.414892286,-3.737233639,0.988640428,0.374640286,-4.063099384
"There are six cities in Scotland : Aberdeen , Dundee , Edinburgh , Glasgow , most recently Inverness , and Stirling .","There are six cities in Scotland : Aberdeen, Dundee, Edinburgh, Glasgow, most recently Inverness, and Stirling.","Other cities in Scotland are Aberdeen , Dundee , Inverness and Stirling .",3058,0.907236035,0.999898255,-0.568236947,0.880704224,0.999533117,-1.975473285
"SlavnÃ Ä is a small village in the HavlÃ Ä kÅ v Brod District , VysoÄ ina Region of the Czech Republic by the D1 motorway .","Slavn  is a small village in the Havl  k v Brod District, Vyso ina Region by the D1 motorway.","SlavnÃ Ä is a small village in the HavlÃ Ä kÅ v Brod District , VysoÄ ina Region of the Czech Republic by Highway D1 .",3059,0.645922806,0.636914551,-1.92440033,0.746174094,0.991152108,-1.107719064
"For example , the Optimal Asymmetric Encryption Padding -LRB- OAEP -RRB- scheme uses a simple Feistel network to randomize ciphertexts in certain asymmetric key encryption schemes .","For example, the Optimal Asymmetric Encryption Padding scheme uses a simple Feistel network to randomize ciphertexts in certain asymmetric key encryption schemes.","For example , the Optimal Asymmetric Encryption Padding -LRB- OAEP -RRB- scheme uses a simple Feistel network to randomize ciphertexts in certain asymmetric-key encryption schemes .",3060,0.84557293,0.996418118,-0.471697837,0.892211447,0.948731065,-0.708981812
"NUMBER@1 , page NUMBER@2 .","NUMBER@1, page NUMBER@2.",Other pages,3061,0.871699333,0.999678731,-2.323081255,0.730903937,0.632900417,-6.856720924
"Depending on where it is purchased , and the length of validity , a Travelcard is either printed on a paper ticket with a magnetic stripe or encoded onto a reusable contactless electronic smart card , known as an Oyster card .","Depending on where it is purchased, and the length of validity, a Travelcard is either printed on a paper ticket with a magnetic stripe or encoded onto a reusable contactless electronic smart card.",The ticket is issued by Transport for London and National Rail and can be used on the services of either .,3062,0.828566188,0.999563575,-0.501536369,0.701087812,0.00623855,-3.544355869
"PERSON@1 -LRB- NUMBER@1 -RRB- , p. NUMBER@2 .","PERSON@1 -LRB- NUMBER@1 -RRB-, p. NUMBER@2.","Rarely , there are also more abstract patterns ; these are usually called finger fluntings .",3063,0.879479003,0.99985379,-2.211058617,0.750985803,0.000219789,-6.468624115
"PERSON@1 -LRB- born July NUMBER@1 , NUMBER@2 in Mie -RRB- is a retired Japanese footballer .",PERSON@1 -LRB- born NUMBER@1 July NUMBER@2 -RRB- is a former Japanese football player.,PERSON@1 -LRB- born NUMBER@1 July NUMBER@2 -RRB- is a former Japanese football player .,3064,0.84104524,0.998564363,-2.249346018,0.864902978,0.998564363,-2.517697334
"Hurricane PERSON@1 in the NUMBER@1 LOCATION@1 hurricane season was a Cape Verde-type hurricane which moved across the LOCATION@2 , LOCATION@3 , Hispanola , LOCATION@4 , The LOCATION@5 , and every state on the LOCATION@6 of the LOCATION@7 .","Hurricane PERSON@1 in the NUMBER@1 LOCATION@1 hurricane season was a Cape Verde-type hurricane which moved across the LOCATION@2, LOCATION@3, Hispanola, LOCATION@4, The LOCATION@5, and every state on the LOCATION@6 of the LOCATION@7.",Hurricane PERSON@1 was a Cape Verde-type hurricane in NUMBER@1 .,3065,0.944853874,0.999900997,-0.531534791,0.824416998,0.839017808,-2.117544174
"As noted by PERSON@1 , PERSON@2 , and BeckerAbel , PERSON@3 , PERSON@2 , M. S. , & PERSON@4 , J. V. -LRB- NUMBER@1 -RRB- .","As noted by PERSON@1, PERSON@2, and BeckerAbel, PERSON@3, PERSON@2, M. S., & PERSON@4, J. V. -LRB- NUMBER@1 -RRB-.","PERSON@1 , PERSON@3 , PERSON@2 , M. S. , & PERSON@4 , J. V. -LRB- NUMBER@1 -RRB- .",3066,0.886277916,0.999828517,-0.913647592,0.845377843,0.998434842,-0.647815585
Ranked 6th globally,Ranked 6th globally,"Many lovers of art have given the National Gallery their art collections , like Lessing J. Rosenwald , Samuel H. Kress , and Joseph E. Widener .",3067,1.000000119,0.998498201,-3.960079193,0.815012276,0.00024425,-5.405986309
"As of the 2000 census , the population was 152,538 .","As of 2000, the population was 152,538.","As of the 2000 census , 152,538 people lived there .",3068,0.685803562,0.874620795,-1.330143571,0.721171126,0.998370051,-2.895769596
The Franco-Prussian War of 1870 â '' 71 showed that even Red Cross actors -LRB- in this case National Societies -RRB- can be so bound by nationalism that they are unable to sustain neutral humanitarianism .,The Franco-Prussian War of 1870 â '' 71 showed that even Red Cross actors -LRB- in this case National Societies -RRB- can be so bound by nationalism that they are unable to sustain neutral humanitarianism.,The Franco-Prussian War of 1870-71 showed that even National Red Cross Societies can be biased and not maintain neutral humanitarianism .,3069,0.985819545,0.999944568,-0.400756687,0.892719849,0.99975878,-1.868581653
"PERSON@1 is also a member of the LOCATION@1 national team , which he has represented at the youth , Olympic , and senior levels .","PERSON@1 is also a member of the LOCATION@1 national team which he has represented at the youth, Olympic and senior levels.",He plays for LOCATION@1 national team .,3070,0.896846197,0.99591732,-1.25583756,0.799931322,0.998200417,-2.216768503
Only sixteen extant species of priapulid worms are known .,Only sixteen extant species of priapulid worms are known.,There are only sixteen known living species of priapulid worms .,3071,0.960162024,0.99989301,-1.199919105,0.953070226,0.957574189,-1.996135354
"He did not live to see the end of the Franco dictatorial regime , but he was posthumously honoured by the Spanish government under King Juan Carlos I which , in 1976 , issued a commemorative postage stamp to Pau Casals in honour of the centenary of his birth .",He did not live to see the end of the Franco dictatorial regime but he was posthumously honoured by the Spanish government under King Juan Carlos I which issued a commemorative postage stamp to Pau Casals in 1976.,"He did not live to see the end of the Franco dictatorial regime . Later , when Franco had died and Spain was a democracy once more , the Spanish government under King Juan Carlos I , issued a postage stamp in honour of the centenary of his birth .",3072,0.77588378,0.99961412,-0.526707113,0.752116627,0.999878049,-2.160891533
The area has a long history going back to the time of Alexander the Great 's invasion -LRB- see Punjab -LRB- Pakistan -RRB- -RRB- .,The area has a long history going back to the time of Alexander the Great's invasion -LRB- see Pakistan -RRB-.,The area has a long history going back to the time of Alexander the Great 's invasion -LRB- see Punjab -LRB- Pakistan -RRB- .,3073,0.792315807,0.984467685,-1.28717649,0.832303767,0.999675751,-0.78048265
"John Michael Todd Crichton was born on February 12 , 2009 .","John Michael Todd Crichton was born on February 12, 2009.","He was looked down on by some as a climate change denier In February 2009 , his widow gave birth to his only , posthumous son , John Michael Todd Crichton .",3074,0.919673324,0.999915361,-1.370510817,0.881802302,0.365468234,-3.988071442
"NWF 's headquarters is currently located in Reston , Virginia .","Its headquarters are in Reston, Virginia.","NWF 's headquarters is in Reston , Virginia .",3075,0.573820148,0.994714081,-1.197322011,0.635654718,0.965380669,-2.815628767
During this period it grew to become one of the largest cities in the world and the site of a vibrant urban culture centered on notions of the '' floating world '' .,During this time it became one of the largest cities in the world and the site of a vibrant urban culture centered on notions of the '' floating world ''.,During this period it grew to become one of the largest cities in the world .,3076,0.90761718,0.988730371,-1.025503874,0.836358595,0.995790005,-1.214210987
"PERSON@1 sheltered their priest , Saint PERSON@2 , in his home and was converted to the Christian faith by him .","PERSON@1 sheltered their priest, Saint PERSON@2, in his home and was converted to the Christian faith by him.","PERSON@1 sheltered their priest , PERSON@2 , in his home and was converted to the Christian faith by him .",3077,0.939400905,0.999933243,-1.08457315,0.954092846,0.975890398,-1.667664409
"It stars Leon Robinson , Doug E. Doug , Malik Yoba , and Rawle D. Lewis , with John Candy as Irv Blitzer , the retired bobsledder and coach of the Jamaican bobsledders .","It stars Leon Robinson, Doug E. Doug, Malik Yoba, and Rawle D. Lewis, with John Candy as Irv Blitzer, the retired bobsledder and coach of the Jamaican bobsledders.",It is a comedy movie about the first Jamaican bobsled team who wanted to win a medal at the Winter Olympic Games .,3078,0.932389712,0.999934971,-0.502687573,0.790930856,0.361459792,-2.720907211
"Roland Navratil - Live Drums -LRB- European Tour 2004-2005 , 2009 -RRB-","Roland Navratil Live Drums -LRB- European Tour 2004-2005, 2009 -RRB-",Roland Navratil - drums,3079,0.928796214,0.998232484,-1.522869587,0.804273421,0.940996885,-3.876340151
Saint-Rambert-en-Bugey,Saint-Rambert-en-Bugey,Coligny,3080,1.0,0.999755621,-5.152880192,0.775485039,0.0,-6.009268284
He started to play the piano at the age of four .,He started to play the piano when he was four.,He started to play the piano at the age of NUMBER@1 .,3081,0.890215025,0.910341084,-1.327777863,0.912921327,0.677447975,-3.135310411
"In computer networking and computer science , bandwidth , network bandwidth , data bandwidth or digital bandwidth , is a bit rate measure of available or consumed data communication resources expressed in bits\/second or multiples of it -LRB- kilobits\/s , megabits\/s etc -RRB- .","In computer networking and computer science, bandwidth, network bandwidth, data bandwidth or digital bandwidth, is a bit rate measure of available or consumed data communication resources expressed in bits/second or multiples of it -LRB- kilobits/s, megabits/s etc -RRB-",Network throughput : which is the average rate of successful data transfer through a connection .,3082,0.909001766,0.0,-0.853145063,0.748218834,0.371000737,-4.491330147
"There is no anything ! ' Then it gets real easy to write this stuff , because all you have to do is twist everything hardâ '' you twist the punch line , you twist the non sequitur so hard away from the things that set it up '' .","There is no anything!'Then it gets real easy to write this stuff, because all you have to do is twist everything hardâ '' you twist the punch line, you twist the non sequitur so hard away from the things that set it up ''.","Then it gets real easy to write this stuff , because all you have to do is twist everything hardâ '' you twist the punch line , you twist the non sequitur so hard away from the things that set it up , that it 's easy ... and it 's thrilling . ''",3083,0.947162931,0.999880433,-0.896001577,0.932442538,0.998325646,-1.364345312
It was originally broadcast on 1 January 2007 .,"It was first broadcast on January 1, 2007.","That night , a bright , light that is coming from Sarah Janes house wakes Maria up .",3084,0.843468319,0.967119873,-1.469917297,0.708720788,5.6e-05,-6.607892036
"Le Sueur composed the Triumphal March for the coronation of PERSON@1 , directed a Mass by PERSON@2 and a PERSON@3 by his former master abbé PERSON@4 .","Le Sueur composed the Triumphal March for the coronation of PERSON@1, directed a Mass by PERSON@2 and a PERSON@3 by his former master abbé PERSON@4.",Le Sueur composed the Triumphal March for the coronation of PERSON@1 .,3085,0.965675702,0.999924362,-0.586999416,0.859198408,0.996344745,-1.325106025
"Since 2003 , the popularity of live CDs has increased substantially , partly due to Linux Live scripts and remastersys which made it very easy to build customized live systems .","Since 2003, the popularity of live CDs has increased, partly due to Linux Live scripts and remastersys which made it very easy to build customized live systems.","Many more people have started using Live CDs since then , because of programs like Linux Live scripts and remastersys which make it very easy to make your own personalized Live CD .",3086,0.870431911,0.999491394,-0.662517488,0.838151382,0.99991858,-2.788954973
"Australia has two public broadcasters -LRB- the Australian Broadcasting Corporation and the multicultural Special Broadcasting Service -RRB- , three commercial television networks , several pay-TV services , and numerous public , non-profit television and radio stations .",Australia has two public broadcasters -LRB- the Australian Broadcasting Corporation and the multicultural Special Broadcasting Service -RRB-.,"Australia has two public broadcasters -LRB- the ABC and the multi-cultural SBS -RRB- , three commercial television networks , three pay TV services , and numerous public , non-profit television and radio stations .",3087,0.456401684,0.996831715,-0.716266811,0.488979326,0.999956012,-1.411572218
"Karl Jochen Rindt -LRB- April 18 , 1942 Mainz , Germany - September 5 , 1970 Monza , Italy -RRB- was a German racing driver who represented Austria during his career .","Karl Jochen Rindt -LRB- April 18, 1942 Mainz, Germany - September 5, 1970 Monza, Italy -RRB- was a German racing driver.","Karl Jochen Rindt -LRB- born April 18 1942 in Mainz , Germany -- died September 5 1970 in Monza -RRB- was an Austrian racecar driver .",3088,0.675721154,0.999833882,-0.861487746,0.674272397,0.99993515,-1.73123765
"In general , the chants were learned by the viva voce method , that is , by following the given example orally , which took many years of experience in the Schola Cantorum .","In general, the chants were learned by the viva voce method, that is, by following the given example orally.","Hiley , Western Plainchant pp .",3089,0.555982821,0.998761177,-0.794533253,0.481069598,0.000922626,-8.708150864
Serbia allies itself with Hungary to gain independence .,Serbia allies itself with Hungary to gain independence.,"date not known -- Francis of Assisi , founded the Franciscan Order -LRB- d. 1226 -RRB-",3090,0.954020694,0.999846935,-1.69768703,0.818084436,0.001331065,-5.952111721
Unterföhring is a municipality in the Upper Bavarian district LOCATION@1 .,Unterföhring is a municipality in the Upper Bavarian district LOCATION@1.,"Unterföhring is a municipality in the LOCATION@2 in LOCATION@3 , LOCATION@4 .",3091,0.96255728,0.999919653,-1.460580468,0.900771634,0.205974057,-3.960219145
"Bounded by Hope Street , Grand Avenue , 1st and 2nd Streets , it seats 2,265 people and serves -LRB- among other purposes -RRB- as the home of the Los Angeles Philharmonic orchestra and the Los Angeles Master Chorale .",It is the home of the Los Angeles Philharmonic orchestra and the Los Angeles Master Chorale.,"It is the home of the Los Angeles Philharmonic orchestra . It seats 2,265 people .",3092,0.347465442,0.983074546,-0.489774257,0.353085531,0.938049614,-1.357977986
"By October 1979 , the IMSAI corporation was bankrupt . The ` IMSAI ' trademark was acquired by Thomas '' Todd '' Fischer and Nancy Freitas -LRB- former early employees of IMS Associates -RRB- , who continued manufacturing the computers under the IMSAI name as a division of Fischer-Freitas Co. .","The  IMSAI'trademark was acquired by Thomas Todd Fischer and Nancy Freitas -LRB- former early employees of IMS Associates -RRB-, who continued making the computers under the IMSAI name as a division of Fischer-Freitas Co..","By October 1979 the IMSAI corporation had gone bankrupt , and the ` IMSAI ' trademark was acquired by Thomas '' Todd '' Fischer and Nancy Freitas -LRB- former early employees of IMS Associates -RRB- , who continued manufacturing the computers under the IMSAI name as a division of Fischer-Freitas Co. .",3093,0.690989173,0.999875546,-1.47337234,0.749154204,0.0,-0.765955687
"Since many such items were released throughout the NUMBER@1 , they often featured bright neon colors and soft textures similar to the flagship Nerf ball .","Since many such items were released throughout the NUMBER@1, they often featured bright neon colors and soft textures similar to the flagship Nerf ball.","It is fun because we all like playing with soft balls , only some people like it when their balls are hard",3094,0.964543655,0.999934196,-0.941641152,0.820770713,0.037224099,-4.849135399
"The Avalon Peninsula is a large peninsula -LRB- 10,360 km The Canadian Encyclopedia : Avalon Peninsula -RRB- that makes up the southeast portion of the island of Newfoundland .","The Avalon Peninsula is a large peninsula -LRB- 10,360 km -RRB- that makes up the southeast portion of the island of Newfoundland.","The Avalon Peninsula is a large peninsula -LRB- 9,270 km -RRB- that makes up the southeast portion of the island of Newfoundland .",3095,0.691068785,0.952290833,-0.859427154,0.695672469,0.924977362,-1.489990592
NUMBER@1 & ndash ; drops anchor off the LOCATION@1 .,NUMBER@1 - drops anchor off the LOCATION@1,NUMBER@1 -- HMS Beagle anchors off the LOCATION@1 .,3096,0.703673835,0.851993859,-3.033489227,0.699476075,0.992100537,-4.253812313
"Depending on the variant , characters ' roles include giving King PERSON@1 his sword Excalibur , enchanting PERSON@2 , and raising PERSON@3 after the death of his father .","Depending on the variant, characters'roles include giving King PERSON@1 his sword Excalibur, enchanting PERSON@2, and raising PERSON@3 after the death of his father.","Her roles include giving King PERSON@1 his sword , Excalibur , taking PERSON@1 to LOCATION@1 after the Battle of LOCATION@2 , raising PERSON@3 after the death of his father , and of enchanting PERSON@2 .",3097,0.921560918,0.999916911,-0.895640492,0.899105961,0.600055456,-2.505610704
Itancourt is a commune in the Aisne department in Picardy in northern France .,Itancourt is a commune. It is found in the region Picardie in the Aisne department in the north of France.,It is found in the region Picardie in the Aisne department in the north of France .,3098,0.953512251,0.999622107,-2.756109715,0.864600956,0.999702334,-2.593117237
"The library of past games currently consists of titles originating from the Nintendo Entertainment System , Super Nintendo Entertainment System , and Nintendo 64 , as well as Sega 's Master System and Mega Drive/Genesis , NEC 's TurboGrafx-16 and TurboGrafx-CD , SNK 's Neo Geo AES , Commodore 64 -LRB- Europe and North America only -RRB- and MSX -LRB- Japan only -RRB- .","The library of past games includes titles from the Nintendo Entertainment System, Super Nintendo Entertainment System, and Nintendo 64, as well as Sega's Master System and Mega Drive/Genesis.","The games are from the Nintendo Entertainment System , Super NES , Nintendo 64 , Sega Master System , Sega Mega Drive , TurboGrafx-16 , TurboGrafx-CD , Neo Geo AES , Commodore 64 , and MSX -LRB- Japan only -RRB- .",3099,0.440115558,0.0,-0.637007713,0.465780028,0.0,-1.590112805
"He gave his first concert as principal conductor of the BPO on NUMBER@1 September NUMBER@2 , leading performances of PERSON@1 ' Asyla and PERSON@2 's Symphony No. NUMBER@3 , performances which received rave reviews from the press worldwide and were recorded for CD and DVD release by ORGANIZATION@1 .","He gave his first concert as conductor of the BPO on NUMBER@1 September NUMBER@2. He led performances of PERSON@1's Asyla and PERSON@2's Symphony No. NUMBER@3, performances which got rave reviews from the press worldwide.","He gave his first concert as principal conductor of the BPO on NUMBER@1 September NUMBER@2 , leading performances of PERSON@1 ' Asyla and PERSON@2 's Symphony No. NUMBER@3 .",3100,0.677316344,0.999594212,-0.740410864,0.677612421,0.999866664,-0.509812236
Dr PERSON@1 -LRB- knighted in NUMBER@1 -RRB- set up the ORGANIZATION@1 in NUMBER@2 on NUMBER@3 a of land which had formerly been part of the ORGANIZATION@2 .,Dr. PERSON@1 -LRB- knighted in NUMBER@1 -RRB- set up the ORGANIZATION@1 in NUMBER@2 on NUMBER@3 a of land which had been part of the ORGANIZATION@2.,Dr PERSON@1 -LRB- knighted in NUMBER@1 -RRB- set up the ORGANIZATION@1 in NUMBER@4 . It was on NUMBER@5 a of land which had been part of the ORGANIZATION@2 .,3101,0.908984606,0.995952785,-0.742795527,0.918219973,0.957906723,-1.333991051
