,source_sentence,pred,gold,bart_score_pred
2573,Through her use of irony Austen attempted to protect her integrity as an artist and a person in the face of attitudes and practices she rejected.,she was often quoted as saying that she felt that she was a very bad person and she did not like her character because she was very very creative.,Through her use of irony Austen tried to protect herself as an artist and a person from the behavior and practices she disliked.,-3.1867949962615967
2574,LOCATION has also produced numerous world class rugby players including PERSON PERSON PERSON PERSON PERSON and PERSON.,person is a famous rugby league player.,LOCATION has also made many world class rugby players. Some of them are PERSON PERSON PERSON PERSON PERSON and PERSON.,-2.9466662406921387
2575,Climate encompasses the statistics of temperature humidity atmospheric pressure wind rainfall atmospheric particle count and other meteorological elemental measurements in a given region over long periods of time.,the climate of the atmosphere is usually the same as the temperature of any other climate and the effect of weather changes on the atmosphere.,Climates mean the usual condition of the temperature humidity atmospheric pressure wind rainfall and other meteorological elements around a part of the earth s surface for a long time.,-3.6447925567626953
2576,Due to computer models predicting lesser amounts of shear forecasters indicated the possibility of moderate strengthening in the LOCATION to a NUMBER mph LRB NUMBER km h RRB storm.,in number winds of number mph lrb number km h rrb winds were reported as strong as number mph winds.,Because of computer models predicting lesser amounts of shear forecasters mentioned the possibility of moderate strengthening in the LOCATION to a NUMBER mph LRB NUMBER km h RRB storm.,-4.865551948547363
2577,It has a wingspan of NUMBER t.,the number cm lrb number cm rrb is about number mm long and number mm rrb.,The wingspan is NUMBER to NUMBER in. LRB NUMBER to NUMBER cm. RRB.,-6.743658542633057
2578,According to the United States Census Bureau the city has a total area of of which of it is land and of it LRB. RRB is water.,the city has an area of. square miles lrb square miles rrb.,According to the United States Census Bureau the city has a total size of. km LRB. mi RRB.,-4.60509729385376
2579, LRB x y RRB NUMBER x NUMBER NUMBER x NUMBER NUMBER x NUMBER y NUMBER NUMBER x y NUMBER y NUMBER.,lrb rrb is a type of variable variable variable. it can be found in the plaintext or plaintext rrb.,It uses a bracket expression like LRB x y RRB n.,-4.262919902801514
2580,News is mostly only included if it is relevant or interesting for the larger Wikimedia community and not only for a specific wiki,it says that there are no no secrets about the internet because there is no no internet.,Wikizine will never ever knowingly report lies,-4.74301815032959
2581,NUMBER Seconds to LOCATION is an American rock band from LOCATION LOCATION formed in NUMBER.,the band is a heavy metal band from location location location.,NUMBER Seconds to LOCATION is an American alternative rock band from LOCATION.,-3.3925764560699463
2582,Charlotte Bront LRB April March RRB was an English novelist and poet the eldest of the three Bront sisters whose novels are English literature standards.,she was born august in london england.,Charlotte Bront LRB April March RRB was an English novelist and poet.,-5.391120433807373
2583,The cities LRB defined as having at least NUMBER residents in NUMBER RRB that saw the greatest increases between NUMBER and NUMBER were PERSON LRB NUMBER percent RRB LOCATION LRB NUMBER percent RRB LOCATION LRB NUMBER percent RRB LOCATION LRB NUMBER percent RRB and ORGANIZATION LRB NUMBER percent RRB.,the organization lrb organization rrb is one of the largest cities in location lrb location rrb in the united states.,The cities LRB defined as having at least NUMBER people living there in NUMBER RRB that saw the greatest increases between NUMBER and NUMBER were Draper LRB NUMBER percent RRB South Jordan LRB NUMBER percent RRB Lehi LRB NUMBER percent RRB LOCATION LRB NUMBER percent RRB and Syracuse LRB NUMBER percent RRB.,-5.241032123565674
2584,Soviet and Russian novelist dramatist and historian.,he was born in moscow lrb august rrb in moscow rrb.,Aleksandr Solzhenitsyn LRB December August RRB was a Russian writer of novels dramatist and historian.,-6.067792892456055
2585,January NUMBER PERSON Dutch philologist LRB d. NUMBER RRB ,person lrb born number august number died number march number rrb was a dutch astronomer lrb died number may rrb.,January NUMBER PERSON Dutch philologist LRB died NUMBER RRB ,-6.272910118103027
2586,Rocko s Modern Life is an American TV animated series the fourth of Nickelodeon s Nicktoons created by Joe Murray and aired for four seasons from to.,it was the first television series of the s from the s until.,Rocko s Modern Life is an animated television show that aired on Nickelodeon from to.,-4.540987014770508
2587,The ORGANIZATION is a domed stadium located in the city of LOCATION LOCATION.,the organization is a large stadium in location location location.,The ORGANIZATION is a domed stadium in the town of LOCATION LOCATION near LOCATION.,-4.057296276092529
2588,LOCATION Book by PERSON and PERSON music by PERSON lyrics by PERSON.,person lrb o o rrb.,Book by PERSON music by PERSON lyrics by PERSON.,-6.583975315093994
2589,La Croupte is a commune in the Calvados department in the Basse Normandie region in northwestern France.,it is found in the region basse normandie in the calvados department in the northwest of france.,La Croupte is a commune. It is found in the region Basse Normandie in the Calvados department in the northwest of France.,-3.067870616912842
2590,However it did criticize some aspects of the book describing the prose as choppy and attitude filled and complaining that LRB t RRB he characters are n t emotionally involving.,he says that he wants to know the story of the characters s story and how they feel about the story.,They described the prose as choppy and attitude filled and complained that LRB t RRB he characters are n t emotionally involving.,-3.296781301498413
2591,Fox Studios Australia is a major movie studio located in Sydney Australia occupying the site of the former Sydney Showground at Moore Park.,the fox fox channel is a television show on fox fox.,Fox,-5.56118106842041
2592,However PERSON episode count of NUMBER episodes far surpasses The Simpsons.,person is the longest running run of the simpsons season number with only number episodes of that season.,However PERSON episode count of NUMBER episodes far surpasses The Simpsons which would not reach that mark until its approximate th season under normal programming schedules.,-5.157279968261719
2593,Sergipe LRB officially the State of Sergipe RRB is the smallest state of the Brazilian Federation located on the northeastern Atlantic coast of the country.,it is the capital city of brazil.,Sergipe is the smallest state in Brazil.,-3.9453887939453125
2594,Sanford is a city in and the county seat of Seminole County Florida United States.,the city is the capital of the state of florida in the united states.,Sanford is a city of Florida in the United States. It is the county seat of Seminole County.,-3.223376989364624
2595,In NUMBER PERSON dissolved Mantas and quickly started a new band under the name Death.,the name was changed to person after the death of person and the band was renamed to person.,They started in NUMBER under the name Mantas and then the name was changed to Death in NUMBER.,-3.837557792663574
2596,Some shows feature a special guest star LRB e.g. PERSON on a season premiere episode of The Brady Bunch or PERSON on a season premiere of NUMBER Rock RRB others might have multi part adventures such as the Bradys family vacations to LOCATION and LOCATION.,person lrb number rrb a television series starring person person and person.,Some shows feature a special guest star LRB e.g. PERSON on a season premiere episode of The Brady Bunch or PERSON on a season premiere of NUMBER Rock RRB others might have multi part adventures such as the PERSON family vacations to LOCATION and LOCATION.,-5.653779983520508
2597,Graphite is combined with clays to form the lead used in pencils used for writing and drawing.,it is made of clay and clay.,Graphite with clay is in pencils.,-4.506638526916504
2598,He divorced Hilary in and then married Jane the same year Jane and Kingsley divorced in.,he died in and was buried in los angeles.,He divorced Howard in.,-4.000006675720215
2599,The curie is a unit of radioactivity LRB. x decays per second or gigabecquerels RRB originally named in honor of Curie by the Radiology Congress in after his death. Subsequently there has been some controversy over whether the naming was in honor of Pierre Marie or both.,in the same year he was named the first american physicist to have been awarded the nobel prize in chemistry.,After Pierre s death a group of scientists at the Radiology Congress decided to honor him by naming the unit of radioactivity a curie.,-3.891472578048706
2600,Watson xvii Another reason identified by the Chinese historian William Hung is that Chinese poems are typically extremely concise omitting circumstantial factors that might be relevant but which could be reconstructed by an informed contemporary.,the hanging hanging hangings lrb o o rrb,Hung William LRB O O RRB.,-8.549078941345215
2601,Beekes shows that PERSON s derivation from som wid is semantically untenable.,he is also the father of organization and his twin brother person.,He is the brother of Zeus LOCATION ORGANIZATION LOCATION and ORGANIZATION.,-5.218710422515869
2602,A chemist is a scientist trained in the science of chemistry.,a chemist is a chemist who works as a chemist.,A chemist is a scientist who studies chemistry.,-2.115311622619629
2603,Ryo Sakai LRB born August RRB is a Japanese football player.,he is a former japanese football player.,Ryo Sakai LRB born August RRB is a Japanese football player.,-2.958958387374878
2604,For more history see article on non Euclidean geometry and the references Coxeter and Milnor.,it is also a part of the topology topology of topology.,For more history see article on non Euclidean geometry.,-3.619065761566162
2605,They range from c to c in adult length and the body shape is variable with more slender fish in northern populations.,it is found in the arctic arctic region between and number km and number cm.,It is maximum nine inches in length and body shape is variable with more slender fish in northern populations.,-4.719342231750488
2606,As LOCATION is located on the LOCATION and much of the city is below sea level a strong hurricane could have a devastating effect on the city.,location is a large city of location in the location state of location. it is very close to the location.,As LOCATION is located on the LOCATION delta and much of the city is below sea level a strong hurricane could have a devastating effect on the city.,-3.8778812885284424
2607,The Province of LOCATION LRB Provincia di ORGANIZATION RRB is a province in the LOCATION region of LOCATION.,location is a province in the location province of location.,LOCATION LRB or RRB is a province in the region of LOCATION in LOCATION.,-3.4030938148498535
2608,All varieties of soy sauce are salty earthy brownish liquids intended to season food while cooking or at the table.,it is often used in some foods such as soups and soups.,Although there are many types of soy sauce all are salty and earthy tasting brownish liquids used to season food while cooking or at the table.,-2.8596534729003906
2609,He began acting on stage in Vienna at the age of where he worked with Richard Teschner then moved to Breslau and Z rich.,he was born in vienna and he graduated from the vienna university of vienna.,He began acting in theaters in Vienna Breslau and Z rich.,-3.881944179534912
2610,Muhammad Ali Jinnah founded Dawn in a major newspaper that helped him propagate the League s point of views.,in august the newspaper ran a weekly newspaper called the daily star.,In Jinnah founded a newspaper named the dawn.,-4.865989685058594
2611,The first grand piano ever taken across the Allegheny Mountains was carted over for Nevin s mother.,he has also worked in film music music for movies such as transformers.,His music,-4.620641231536865
2612,January ndash William Pitt the Younger later Prime Minister enters Parliament.,august von lugano lrb died april rrb,January Adelbert von Chamisso German writer LRB d. RRB ,-8.215668678283691
2613,In the episode Bart orders a mail order spy camera which he uses to secretly take a photograph of Homer dancing with an exotic belly dancer.,in a video showing a naked woman wearing a mask on a wall uses a camera to show the view of a camera.,In this episode Bart orders a mail order spy camera which he uses without Homer knowing take a photograph of Homer dancing with a belly dancer.,-3.888484001159668
2614,A Nightmare on Elm Street was New Line s first commercially successful series after a devastating financial slump leading the company to be nicknamed The House that Freddy Built.,the first movie in the series was the house of freaks and it was called the insetums.,A Nightmare on Elm Street was New Line s first commercially successful series leading the company to be nicknamed The House that Freddy Built.,-4.77182674407959
2615,PERSON LRB PERSON RRB ORGANIZATION LRB April NUMBER NUMBER ndash July NUMBER NUMBER RRB was an Italian composer pianist editor writer piano and composition teacher and conductor.,he studied at the organization in location and then went to location where he studied philosophy.,For a short time he studied in LOCATION then in LOCATION.,-5.1746625900268555
2616,The full series has also been broadcast across LOCATION by the anime television network ORGANIZATION which has also aired the series via its respective networks across LOCATION LOCATION and LOCATION.,it was first shown in location in number.,It first aired in LOCATION in NUMBER.,-4.88393497467041
2617,Presently serving as the head of state is PERSON.,person president of location is the head of the location government.,Presently serving as the head of state is President of LOCATION PERSON.,-4.898766994476318
2618,He disappeared in June while taking part in a rescue mission.,he was born on august in location. he died on july.,Amundsen was born July He disappeared in June while taking part in a rescue mission.,-4.939809799194336
2619,Tapestry is weft faced weaving in which all the warp threads are hidden in the completed work unlike cloth weaving where both the warp and the weft threads may be visible.,the weaving of the thread is similar to weaving in how the weaving is done.,In normal cloth weaving both the warp and the weft threads can be seen.,-3.4060583114624023
2620,As Secretary of ORGANIZATION he negotiated the Webster Ashburton Treaty that established the definitive eastern border between the LOCATION and LOCATION.,person and person were married in number and they had a daughter person.,PERSON.,-5.0125322341918945
2621,Construction paper or sugar paper is a tougher type of coarse colored paper typically available in large sheets.,it is made up of paper paper and paper paper.,Construction paper or sugar paper is a type of coarse colored paper usually available in large sizes.,-3.9369871616363525
2622,.. cm Kunsthalle Hamburg.,he was born august in vienna in the duchy of saxony.,Caspar David Friedrich LRB September May RRB was a th century German Romantic landscape painter generally considered the most important of the movement.,-5.197509288787842
2623,The far side of the river was guarded by Cerberus the three headed guard dog of Hades.,it is one of the twelve sacred woods in the world.,Its gates are guarded by the three headed dog Cerberus.,-3.835338830947876
2624,The ORGANIZATION LRB Viquip dia in Catalan RRB is the Catalan language edition of ORGANIZATION.,the organization lrb spanish for organization rrb is the national football team of the location.,The ORGANIZATION LRB In Catalan Viquip dia RRB is the Catalan language edition of ORGANIZATION.,-4.923425674438477
2625,The teams finishing first and second in each group qualified for the Round of NUMBER.,the first round of the second round was played in the location location location.,The top two teams from each group in this round advanced LRB were allowed to play RRB in the next round named the Round of NUMBER ,-4.098081111907959
2626,PERSON s Demon NUMBER Entropy classical and quantum information computing.,person s computer and computer science and organization s quantum number number.,PERSON s demon NUMBER entropy classical and quantum information computing.,-5.792815208435059
2627,Coombs suffered a stroke on September and died on September in Toronto Ontario at the age of.,he died of a heart attack in december.,Coombs had a stroke on September. He died on September in Toronto Ontario.,-3.374237060546875
2628,Douglas Hyde LRB January July RRB known as An Craoibh n Aoibhinn LRB The Pleasant Little Branch RRB was an Irish scholar of the Irish language who served as the first President of Ireland from to.,he was elected from january to january in.,Douglas Hyde LRB or Dubhghlas de h de Born January Died July RRB was the first President of Ireland from to.,-5.313120365142822
2629,PERSON LRB born May NUMBER NUMBER in LOCATION RRB is a French football forward whose parents come from LOCATION.,person lrb born number may number rrb is a former french football player.,PERSON LRB born NUMBER May NUMBER RRB is a French football player.,-4.296167850494385
2630,Antonio brings forward a paper which he says was dropped by the escaping man.,he says that he is not thinking that he was tricked by a thief. he says it was not his fault but that he did not get hurt.,Antonio brings a letter which he says was dropped by the escaping man and Figaro says it was he who jumped out the window and pretends that he also hurt his foot.,-3.2567138671875
2631,Panderichthys suited to muddy shallows ,person person person and person are now living in location.,PERSON ,-6.045666217803955
2632,BT has been the exclusive sponsor of Tate Online since.,it has been sponsored by bbc sport and bbc sport.,BT has sponsored Tate Online since.,-5.098339557647705
2633,With a budget of million the film grossed a mere million at the U.S. box office which seemed to make it the all time box office bomb.,it was released in theaters in the united states.,With a budget of million the movie earned million at U.S. theaters. It made more than a million profit.,-3.612274408340454
2634,The word literally means speaker but may be translated into English as king.,the word can be translated as literally the man who is called the king.,The word means speaker but may be translated into English as king.,-3.1077957153320312
2635,The Reformed churches are a group of Protestant denominations characterized by Calvinist doctrines.,the reformed church is a very different form of reformed christianity.,Reformed doctrine is expressed in various texts RRB.,-3.309465169906616
2636,For Balukas s part she returned to Bay Ridge took over management of her family s pool hall Hall of Fame Billiards on Ovington Avenue in Brooklyn and states that I m enjoying my life immensely... I have moved on. ,she lives in los angeles california where she lives at the foliolioli club.,She took over management of her family s pool hall Hall of Fame Billiards on Ovington Avenue in Brooklyn. She says I m enjoying my life immensely... I have moved on.,-4.956782341003418
2637,Havrincourt is a commune in the Pas de Calais department in Nord Pas de Calais in France.,it is found in the region nord pas de calais in the pas de nord department in the north of france.,It is found in the region Nord Pas de Calais in the Pas de Calais department in the north of France.,-4.207004547119141
2638,Palynomorphs have been used to date the Arundel Formation to the Aptian Albian boundary which is about NUMBER million years ago.,it is found in the region location and the location.,It lived during the early Cretaceous period about NUMBER million to NUMBER million years ago.,-5.168057918548584
2639,Astana The new capital of Kazakhstan In Kazakh and Russian it is pronounced As ta na while in English and many other languages the common pronunciation is As ta na.,it is also known as the kanan lrb pronounced es rrb because it is pronounced like a lrb a kanji rrb.,The name Astana which in Kazakh language means Capital city was chosen because it is easily pronounced in many languages. Also in Kazakh it is pronounced As ta na while in English LRB and for instance German RRB common pronunciation is As ta na.,-5.139432907104492
2640,PERSON and government LOCATION is a member of the regional ORGANIZATION.,organization is a member of the organization. it is the head of organization.,Government LOCATION is a member of the regional ORGANIZATION.,-3.2767953872680664
2641,In the American Lung Association ranked the Pittsburgh area as the nation s third most polluted metropolitan area behind Los Angeles and Bakersfield CA.,the city of pittsburgh is the third largest city in the united states.,Pittsburgh has been ranked third in the country for most polluted cities by the American Lung Association.,-2.931788444519043
2642,Saint Ouen du Mesnil Oger is a commune in the Calvados department in the Basse Normandie region in northern France.,it is found in the region basse normandie in the calvados department in the northwest of france.,It is found in the region Basse Normandie in the Calvados department in the northwest of France.,-2.9594690799713135
2643,He shared the NUMBER Nobel Prize in Physiology or Medicine for discoveries in individual and social behavior patterns with two other important early ethologists PERSON and PERSON.,person was born in location in number and was named after person in number.,PERSON shared the NUMBER Nobel Prize in Physiology or Medicine for discoveries in individual and social behavior patterns with two other important early ethologists PERSON and PERSON.,-4.248829364776611
2644,PERSON LRB pronounced PERSON RRB LRB born June NUMBER NUMBER RRB is an English author best known for his Redwall series of novels as well as the Tribes of Redwall and Castaways of the Flying Dutchman series.,person lrb born may number number rrb is an english writer.,PERSON LRB born June NUMBER NUMBER RRB is an English author.,-5.445725440979004
2645,In NUMBER H xter and PERSON were merged.,person and person joined the organization in number and they were officially officially called person.,In NUMBER PERSON and PERSON were joined together as PERSON.,-4.7235918045043945
2646,Oyonnax LRB RRB is a commune in the Ain department in in the Rh ne Alpes region in eastern France.,it is found in the region pays de la location in the location department in the north of location.,Oyonnax is a commune.,-5.440098285675049
2647,NUMBER Pro Bowl selection LRB NUMBER NUMBER RRB ,current members of the nfl lrb nfl rrb,New England Patriots LRB NUMBER present RRB ,-6.510265827178955
2648,PERSON LRB born January NUMBER NUMBER in Dijon LOCATION LOCATION RRB received the National Medal of Science in NUMBER and the Nobel prize for medicine in NUMBER for his work on neurohormones sharing the prize that year with PERSON and PERSON.,the book is a book about children s adventures in africa.,Books,-5.248795986175537
2649,Defines the ad that will be appended to the edit summary when doing all other actions.,the article should be updated to show how the advertisers should react.,Defines what summary Ad to be added.,-4.470692157745361
2650,PERSON LRB born February NUMBER NUMBER RRB is an American film actor director and producer better known for his film roles as PERSON in The Goonies the title character of PERSON and PERSON in the Lord of the Rings trilogy.,the lrb o o rrb,The Goonies LRB O O RRB ,-8.062703132629395
2651,In addition to presenting geographic features and political boundaries many atlases often feature geopolitical social religious and economic statistics.,the name of the city is derived from the italian word for the location which comes from the words of the location and location.,This means that the place names on the maps often use the designations or abbreviations of the language of the country in which the feature is located to serve the widest market.,-4.12374210357666
2652, Botany Introduction in The Evolutionary Synthesis Perspectives on the Unification of Biology Ernst Mayr and William Provine editors.,in addition to the genetics of the plant species they have been studied as different from those of humans.,Advances in Genetics.,-4.181191444396973
2653,The NUMBER FIFA World Cup was the first ORGANIZATION the world championship for international football teams.,organization is a football club which plays in location location.,The NUMBER ORGANIZATION was a football LRB soccer RRB sporting event that was held in LOCATION in NUMBER.,-4.8680901527404785
2654,Meanwhile the LDS Church has become a proponent of monogamy and patriotism has extended its reach internationally by a vigorous missionary program and has grown in size to nearly million members.,this is because there is a difference between species and sex.,This is called monogamy.,-4.2930803298950195
2655,A Lyrebird is either of two species of ground dwelling Australian birds most notable for their superb ability to mimic natural and artificial sounds from their environment.,the australian robin is a species of bird of the family of robins of birds.,A Lyrebird is one of two species of ground dwelling Australian birds most notable for their superb ability to mimic natural and artificial sounds from their environment.,-3.576641321182251
2656,Danville is a city in Vermilion County Illinois United States.,it is a city of illinois in the united states.,Danville is a city of Illinois in the United States.,-3.860105037689209
2657,In an attempt to retain some of the quickness and character of the old circuit the arduous chicane at Acqua Minerale was eliminated and the Variante Bassa was straighten up into a single chicane.,the first race was in the pit lane of the new grand prix.,To retain some of the character of the old circuit the slow chicane at Acqua Minerale was eliminated.,-3.6492059230804443
2658,She appeared in the sequel I Still Know What You Did Last Summer LRB RRB which though not as successful as the first film took in more money on its opening weekend.,she played the role of person in the third season of survivor series survivor lrb o o rrb.,She also played in the sequel I Still Know What You Did Last Summer LRB RRB.,-4.863218307495117
2659,When a base or alkali is dissolved in water the pH will be greater than NUMBER LRB if at NUMBER RRB.,it has an average ph of number and an average of number.,Alkalis have a pH greater than NUMBER.,-4.853178977966309
2660,Zurzach is a district in the LOCATION of LOCATION with the administrative capital of LOCATION.,location is a city of location in the location region of location.,Zurzach is a district in the LOCATION of LOCATION with the capital of LOCATION.,-4.0262556076049805
2661,in algebra the Cartesian product of a set with its superset see Cartesian product,a spherical disk lrb rrb or spherical disk rrb is a type of mathematical object lrb diagram rrb. it is the simplest of the four elements.,Cylinder LRB algebra RRB the cartesian product of a set with its superset,-5.4617133140563965
2662,For eighteen days up to August BC he was sole pharaoh when he was killed on orders of Octavian who would become the Roman emperor Augustus.,he is the father of caesar and his son caesar.,Caesarion is probably the son of Julius Caesar.,-3.4904472827911377
2663,The flashlight and camera lets it operate in either day or night.,the light and the light between the eyes and the eyes of the lamp is light up from the lamp and the lamp on it.,The flashlight and camera let it work in either day or night.,-4.424338340759277
2664,PERSON was portrayed by PERSON in PERSON the Olympians The Lightning Thief a film adaptation of the first book of the first series released in February NUMBER.,person is the hero of the movie person. he is the father of person.,PERSON is played by the actor PERSON in the movie PERSON the Olympians The Lightning Thief a movie of the first book in the series The Lightning Thief.,-3.2469825744628906
2665,It has a relatively elliptical orbit that requires more than four years to circle the Sun.,it orbits about number km lrb km rrb and orbits around the sun.,It has a fairly elliptical orbit that takes more than four years to circle the Sun.,-5.983110427856445
2666,SV Waldhof Mannheim is a German football club located in Mannheim Baden W rttemberg.,in german football association lrb rrb is a football club which plays in germany.,SV Waldhof Mannheim is a German football club.,-5.20375919342041
2667,Control of the domain was passed to the secondary market and was taken by a domain investor who was trying to sell the domain name for NUMBER.,the domain name was changed to person after the sale of the company to person.,Control of the domain was moved to the another market and was taken by domain squatters who were trying to sell the domain name for NUMBER euros.,-4.175351619720459
2668,The multiplayer version requires each player to have a GBA which is used as a controller and to which the action transfers when that player s character goes off the main screen but the single player game may be played with either a GameCube controller or a GBA.,person and his family live on the island of location.,Characters,-4.63890266418457
2669,Composing and recording During the recording of the song guitarist Herman Li broke one of his guitar strings.,the song had a solo guitar solo when he was playing it.,Recording During the recording of the song guitarist Herman Li broke one of his guitar strings.,-3.580822229385376
2670,A stamp album is a book often loose leafed LRB to allow for expansion RRB in which a collection of postage stamps may be stored and displayed.,it is a book that is kept in a small book of paper that is bound in a book lrb or sometimes a book rrb rrb.,A stamp album is a book often loose leafed LRB with its papers not attached to the book but hanging loose inside RRB in which a collection of postage stamps may be stored and displayed.,-4.018742561340332
2671,Its rise from marginality was celebrated on NUMBER and NUMBER February NUMBER when LOCATION s largest ever all rock concert was held in the LOCATION one of the city s largest halls.,it was first held in number by the organization in location in number.,Its popularity growth celebrated on NUMBER and NUMBER February NUMBER when LOCATION s largest rock concert was held in the LOCATION.,-4.651069164276123
2672,PERSON wanted to take revenge against PERSON for standing up to the Mysore King for PERSON s rights.,in number person tried to make person leave organization because he wanted to protect himself from people that wanted to do it.,But he wanted to take revenge against PERSON and also wanted to punish him for violating the ORGANIZATION s rights in PERSON.,-4.655497074127197
2673,Deryck Jason Whibley LRB born March RRB is a Canadian musician and producer best known for his work as the guitarist and lead vocalist songwriter and producer of the multi Juno Award winning pop punk band Sum.,the band is an american rock band from vancouver canada.,Deryck Whibley LRB born March RRB is a Canadian singer and musician from the band Sum.,-4.274598598480225
2674,PERSON later married PERSON who was then a researcher in physics at ORGANIZATION.,in number person worked as a professor at organization in location.,After some time PERSON married PERSON who was a researcher in physics at ORGANIZATION.,-5.730611324310303
2675,ORGANIZATION manufactures alkaline batteries in many common sizes such as AAA AA C D and NUMBER.,organization s organization is the organization. organization s number organization is number. organization is built in location.,ORGANIZATION makes NUMBER C AA ORGANIZATION and D batteries.,-5.34744930267334
2676,To the north of South Africa lie Namibia Botswana and Zimbabwe to the east are Mozambique and Swaziland while the Kingdom of Lesotho is an independent enclave surrounded by South African territory.,it is bordered on south africa south africa botswana botswana botswana namibia namibia namibia botswana botswana and botswana.,South Africa is next to Namibia Botswana Zimbabwe Mozambique Lesotho and Swaziland.,-3.8076188564300537
2677,The line was re connected to the mainline at Wareham Dorset along a stretch of the branch line that had previously only remained open to freight traffic until.,it was used to run freight trains on the line from to to to calais.,The line was re connected to the mainline at Wareham Dorset along a stretch of the branch line. This had previously only remained open to freight traffic until.,-4.473251819610596
2678,Hure is a commune in the LOCATION department in LOCATION in south western LOCATION.,it is found in the region rh ne alpes in the ain department in the north of france.,Hure is a commune.,-4.830037593841553
2679,MEPIS LLC was founded in and leverages the MEPIS Linux distribution as a foundation for MEPIS business partners to build and deploy virtualized data center secure server and desktop solutions that integrate and provide a migration path for utilizing hardware virtualization IPv IPsec and DNSsec.,it also includes more features and features including new features.,SimplyMEPIS. contains several new packages and features.,-4.9859418869018555
2680,population total NUMBER latd NUMBER latm NUMBER lats NUMBER latNS N longd NUMBER longm NUMBER longs NUMBER longEW E,in number people lived in location and were living there.,NUMBER people were living in Siret as of NUMBER.,-4.7654290199279785
2681,The states of LOCATION and LOCATION are to the west LOCATION and LOCATION are to the south and LOCATION and LOCATION are to the east.,the location is a country in the location on the east of location.,LOCATION is next to LOCATION on the west LOCATION on the east LOCATION and LOCATION on the south and the country of LOCATION on the north side.,-4.346536159515381
2682,Beveridge was named after Scottish sheep farmer Andrew Beveridge who built the Hunters Tryste Inn in.,it was probably built in about. it was about about.,It is recorded that John Kelly built this house in about when Ned was about five years old.,-5.458808898925781
2683,PERSON Roman dictator is assassinated by NUMBER members of a conspiracy against him.,person is a roman soldier killed by roman emperor person.,PERSON Roman dictator is killed by NUMBER Roman people.,-5.321090221405029
2684,Only one species the type Pisanosaurus mertii is known based on a single partial skeleton.,the second species is the genus genus genus basaurus.,Only one species the type Pisanosaurus mertii is known based on a single partial skeleton.,-5.81066370010376
2685,French novelist Yann Moix dedicated his first novel Jubilations Vers le Ciel to Gorani in.,it was written in french by charles picardi lrb born rrb.,French novelist Yann Moix dedicated his first novel Jubilation Vers le Ciel to Gorani in.,-7.17717981338501
2686,She was towed to Buenos Aires Argentina and then to Kristiansand Norway for repairs.,it was then moved to location and then to location where it moved back to the mainland and then back to los angeles.,It was towed to Buenos Aires Argentina and then to Kristiansand Norway for repairs.,-4.518944263458252
2687,Koksijde is a municipality located in the Flemish province of LOCATION on the LOCATION coast at the southwest side.,it is located in the belgian province of location.,Koksijde is a municipality located in the Belgian province of LOCATION.,-3.214355707168579
2688,The city street grid parallels the Kama River traveling generally east west while other main streets run perpendicularly to those following the river.,the organization is a military organization created by president general person.,General,-6.153205871582031
2689,However due to relativistic space travel Ender himself LRB who now goes by his real name Andrew Wiggin or by his title Speaker for the Dead RRB is only about years old.,the story begins in the middle of the story and ends with the end of the book.,Because of space travel the main character Ender is only about years old.,-2.6772847175598145
2690,PERSON LRB born NUMBER March NUMBER in LOCATION RRB is a former German footballer.,he has played for location national team.,He has played for LOCATION national team.,-4.401905059814453
2691,A valve is a device that regulates the flow of a fluid LRB gases liquids fluidized solids or slurries RRB by opening closing or partially obstructing various passageways.,the river flows into the location and flows into location.,Flow,-5.4243903160095215
2692,The more famous incompleteness theorem states that for any self consistent recursive axiomatic system powerful enough to describe the arithmetic of the natural numbers LRB Peano arithmetic RRB there are true propositions about the naturals that can not be proved from the axioms.,the theorem is a theorem that can not be proved by natural numbers. the proof of this theorem is very simple.,The more famous incompleteness theorem says that for any self consistent recursive axiomatic system powerful enough to describe the arithmetic of the natural numbers LRB Peano arithmetic RRB there are true propositions about the naturals that can not be proved from the axioms.,-2.9326372146606445
2693,One of the more remarkable broadcasts was in July when Toscanini conducted the American premiere of Dmitri Shostakovich s Symphony No..,the symphony was first performed by the italian symphony orchestra lrb conducted by sergei tchaikovsky rrb in.,In July Toscanini conducted the American premiere of Dmitri Shostakovich s Symphony no.,-4.8623223304748535
2694,i hbar frac LCB partial RCB LCB partial t RCB is the energy operator LRB i is the imaginary unit and hbar is the reduced Planck constant RRB ,the metric tensor is the unit unit where the capital is the constant and the symbol is the hyphension.,hbar is the reduced Plancks constant,-4.177142143249512
2695,On ORGANIZATION NUMBER PERSON criticized the similarity of the film to director PERSON s PERSON films comparing it to a PERSON parody book and dubbing it PERSON and the ORGANIZATION.,person directed the movie and directed by person.,On ORGANIZATION NUMBER PERSON criticized the similarity of the film to director PERSON PERSON films.,-4.012580394744873
2696,The ORGANIZATION retired four names in the spring of NUMBER PERSON PERSON PERSON and PERSON.,person person and person were named after person in december number.,In the Spring of NUMBER the names PERSON PERSON PERSON and PERSON were retired.,-4.3708014488220215
2697,The ORGANIZATION has an elaborate museum at the LOCATION.,location has a population of number people and an area of number square kilometers.,According to the NUMBER census LOCATION has a population of NUMBER. The headquarters of ORGANIZATION and ORGANIZATION are in LOCATION.,-4.636468410491943
