,source_sentence,pred,gold,bart_score_pred
3512,Li res is a commune in the LOCATION department in the LOCATION region of LOCATION.,it is found in the region nord pas de calais in the pas de l calais department in the north of france.,Li res is a commune. It is found in the region Nord Pas de Calais in the LOCATION department in the north of LOCATION.,-4.673910617828369
3513,Shelton Benjamin became the third participant when he defeated Jimmy Wang Yang on the following episode of SmackDown.,shane mcmahon defeated bryan on smackdown by disqualification by disqualification to win the smackdown title.,Shelton Benjamin won against Jimmy Wang Yang on the February version of SmackDown.,-4.499922275543213
3514,Remscheid LRB RRB is a city in North Rhine Westphalia Germany.,it is a city in the united states of north east germany.,Remscheid is a city in the German state of North Rhine Westphalia.,-3.6943609714508057
3515,ORGANIZATION NUMBER LRB also known as GT RRB LRB NUMBER guran ts risumo f RRB is a racing simulator for the ORGANIZATION PlayStation NUMBER which was developed by ORGANIZATION.,the organization is the third installment of the pay per view series. it is the fifth installment in the organization.,ORGANIZATION NUMBER is the th installment in the Gran Turismo video game series.,-3.587383270263672
3516,A notable feature is that the ball is put into play by a designated server called the mandarino who otherwise is not part of the game.,palaulas palladinettottotto palladornicotto.,Pallonetto,-7.280486106872559
3517,Medawar was awarded his Nobel Prize in with Burnet for their work in tissue grafting which is the basis of organ transplants and their discovery of acquired immunological tolerance.,he was awarded the nobel prize in medicine in for his work with the tissue transplantation of organ transplantation.,Medawar was awarded his Nobel Prize in for work in tissue grafting which is the basis of organ transplants. He and his team discovered acquired immunological tolerance.,-3.5459203720092773
3518,Harcigny is a commune in the LOCATION department in LOCATION in northern LOCATION.,it is found in the region pays de la loire in the vend e department in the north of france.,Harcigny is a commune.,-4.729733467102051
3519,The ORGANIZATION distinguishes NUMBER types of tattoos Traumatic tattoos also called natural tattoos that result from injuries especially asphalt from road injuries or pencil lead Amateur tattoos Professional tattoos both via traditional methods and modern tattoo machines Medical tattoos Cosmetic tattoos also known as permanent makeup.,sextuses are tattooes used to tattoo body parts of a human body or other animal.,Tattoos may be made on human or animal skin. Tattoos on humans are a type of body modification but tattoos on animals are most often used for identification.,-4.164480686187744
3520,Unirea is a commune in LOCATION LOCATION with a population of NUMBER people.,location is a commune found in location location location.,LOCATION PERSON is a commune found in LOCATION LOCATION.,-4.20838737487793
3521,The rerecording for the album in mostly took place at Thin Ice Studios in Surrey by Karl Groom and at Lamer Luser Studios in London by Herman Li from July October except for the drum tracks which were recorded at Jail House Studios in Denmark by Tommy Hansen in May.,tommy nolan recorded a video recording recorded by jerry jerry jerry.,Tommy Hansen recording,-5.316403388977051
3522,Also known as PERSON Henchak Social Democratic Hentchakists Huntchakians LOCATION LOCATION its name is taken from its newspaper ORGANIZATION meaning Clarion or Bell in English and is taken by party members to represent a call or awakening for enlightenment and freedom. ,in number the armenian armenian genocide started in location and in number its main focus was organization lrb organization rrb. in number a large number of armenians left the organization.,In the midst of increasing sectarian strife in the late NUMBER and early NUMBER however Lebanons Armenian community began to close ranks and in NUMBER the ORGANIZATION ran a joint ticket with the Dashnaks.,-5.370543479919434
3523,Wombats are herbivores their diet consists mostly of grasses sedges herbs bark and roots.,diet diet diets diet diet.,Diet,-6.975677490234375
3524,Vallon Pont d Arc,les basues are a french sitcom television series.,Les Vans,-6.119845867156982
3525,However most NAT devices today allow the network administrator to configure translation table entries for permanent use.,however this may be used to show users may access to the internet to access data data from the internet.,However most NAT devices today allow the network administrator to configure translation tables entries for permanent use.,-4.397781848907471
3526,He was a member of the Israeli national team that competed at the FIFA World Cup.,lrb born january rrb is a former spanish football player., x Israeli youth title LRB RRB ,-5.5578436851501465
3527,Until the construction of Taipei it was also the tallest building in a major active seismic region its structure was designed to resist an earthquake of. on the Richter scale.,the tallest skyscraper in the world is in the middle east of the world.,List of tallest buildings in the world,-3.537482261657715
3528,PERSON Polish scientist LRB d. NUMBER RRB ,person lrb died number rrb,PERSON Polish scientist LRB died NUMBER RRB ,-7.605929851531982
3529,Her book The Pavlova Story A Slice of New Zealand s Culinary History states that the first Australian pavlova recipe was created in NUMBER while an earlier version was penned in NUMBER in the rural magazine ORGANIZATION.,the first cookbook in the world was published by person in number. the book was first published in number in the number in location.,Her book The Pavlova Story A Slice of New Zealand s Culinary History says that the first Australian pavlova recipe was made in NUMBER and the recipe in the rural magazine NZ Dairy Exporter Annual was made in NUMBER.,-4.039185047149658
3530,PERSON s Hot Air website on the other hand did publish the PERSON cartoon without obfuscation.,websites websites websites website websites websites of websites,Other websites,-6.671684265136719
3531,Costume may also refer to the artistic arrangement of accessories in a picture statue poem or play appropriate to the time place or other circumstances represented or described or to a particular style of clothing worn to portray the wearer as a character or type of character other than their regular persona at a social event such as a masquerade a fancy dress party or in an artistic theatrical performance.,they are known for their fashions.,They are used for fancy dress parties.,-3.9371864795684814
3532,Artwork featuring this design and drawn by PERSON was displayed on the package artwork for Sonic the Hedgehog and most subsequent Sonic video games featured similar designs.,the secret rings of the rings and the rings is an album by the dwarves and the ring.,Sonic and the Secret Rings,-5.551642417907715
3533, ndash Ferdinand Marcos becomes President of the Philippines.,emperor lrb d. rrb lrb rrb, Hideki Tojo Prime Minister of Japan LRB d. RRB ,-6.540618896484375
3534,locations ,ze zellers ze ze ze.,Zellers,-6.088654518127441
3535,It is the central LOCATION railway terminus for suburban First Capital Connect services from LOCATION LOCATION and LOCATION and was until March NUMBER a terminus for trains on the Thameslink line also run by ORGANIZATION.,it is also known as the location line between location and location. it also serves the northern terminus of the london underground line to the location and the location metro.,It is the central LOCATION railway terminus for suburban First Capital Connect services from LOCATION LOCATION and LOCATION. Until March NUMBER it was also a terminus for trains on the Thameslink line also run by ORGANIZATION.,-3.837053060531616
3536,German people started arriving in NUMBER.,after the war people started moving to location starting in number.,Germans started arriving in NUMBER.,-4.485349178314209
3537,This breaks the adults out of arguing and watching them in awe and the episode ends with Grandpa PERSON taking a picture of the party which ends up in the Pickles Family Album.,the episode ends with the children talking about the game and the game ends with her parents talking about eating the apple from the tree and a loud loud noise from the school s backyard where the children decide to watch it.,This breaks the adultsout of the arguing and watching them in awe and the episode ends with Grandpa PERSON taking a picture of the party which ends up in the Pickles Family Abulm.,-4.088020324707031
3538,Statistics of Austrian first league in the NUMBER season.,statistics of austrian bundesliga in season number.,Statistics of Austrian Bundesliga in season NUMBER.,-3.953307628631592
3539,Pinocchio LRB in Italian RRB is a fictional character that first appeared in NUMBER in The Adventures of Pinocchio by PERSON and has since appeared in many adaptations of that story and others.,it was first published in number by person in number. it was published as a book in number and then then in number in the number.,Pinocchio is a made up story person that first was told and printed in NUMBER in the book The Adventures of Pinocchio by PERSON.,-3.5516557693481445
3540,ORGANIZATION is an electronic book reader developed by the company based on the Android platform.,organization is a book written by organization published by organization in number.,ORGANIZATION is an electronic book reader created by the company based on the Android platform.,-3.998736619949341
3541,At first the scientists thought the skin was a joke because no animal could look so strange.,they were told that the skin was not the same as the skin that was once thought to be human.,At first the scientists thought the skin was a joke because they thought no animal could look so strange.,-2.6374378204345703
3542,The kick drum struck with a beater attached to a pedal is usually seen on drum kits. The third type the pitched bass drum is generally used in marching bands and drum corps.,a bass drum is a type of drum.,A bass drum is a type of musical instrument called a drum.,-3.191560983657837
3543,Pruill l guill is a commune in the Sarthe department in the region of Pays de la Loire in northwestern France.,it is found in the region pays de la loire in the sarthe department in the west of france.,It is found in the region Pays de la Loire in the Sarthe department in the west of France.,-3.0800094604492188
3544,She started off from the age of by singing other singers songs.,she sang the song when she got to sing the song on the second album of her favorite songs.,Her own first song was Lucky Voice which like her other songs was put on the Internet for others to listen.singpao.com,-4.0670857429504395
3545,Metadata is data.,person lrb also called information storage rrb is information about data and information that is about that information.,Metadata LRB also PERSON data RRB is data about data that is information about other information.,-5.432190418243408
3546,ORGANIZATION NUMBER NUMBER NUMBER NUMBER Discovery and species Stegosaurus one of the many dinosaurs first collected and described in the Bone Wars was originally named by PERSON in NUMBER from remains recovered north of LOCATION LOCATION.,it is found in location location location. it was found by person person and person.,Discovery and species Stegosaurus was originally named by PERSON in NUMBER from fossils found near LOCATION LOCATION.,-4.446755886077881
3547,Alberigo Evani LRB born January RRB is an Italian former football LRB soccer RRB player in midfielder role.,mario giuliano lrb born january rrb is a former italian football player.,Alberigo Evani LRB born January RRB is a former Italian football player.,-4.171994209289551
3548,Classification of materials by conductivity A conductor such as a metal has high conductivity and a low resistivity.,a conductor is a conductor with a conductor like a lamp and a conductor.,A conductor such as a metal has high conductivity and an insulator like glass or a vacuum has low conductivity.,-3.443406343460083
3549,PERSON LRB Windows based UBuntu Installer RRB is an official Windows based free software installer for Ubuntu.,u. s. u. a. lrb officially used under the gnu general public license rrb is a free software distribution for free software.,PERSON LRB Windows based Ubuntu Installer RRB is an official Windows based free software installer for Ubuntu.,-4.769045829772949
3550,At present they are only available for flute piano clarinet saxophone trumpet and trombone.,they also can be used for saxophones for piano and piano instruments.,At the moment they are only available for flute piano clarinet saxophone trumpet and trombone.,-3.442225217819214
3551,Saint Germain d Arc is a commune in the Sarthe department in the region of Pays de la Loire in north western France.,saint jean de saint jean is a commune. it is found in the region nord pas de calais in the location department in the east of france.,Saint Germain d Arc is a commune.,-4.323391437530518
3552,For reasons of public decency women convicted of high treason were instead burnt at the stake.,it was used as a high treason point in location location.,In LOCATION it was used for high treason.,-5.110391139984131
3553,Mario Bernardi C.C. is the Conductor Laureate Boris Brott O.C. is the Principal Youth and Family Conductor and Jack Everly is the Principal Pops Conductor.,this is also known as the gnu wheel.,See also,-5.03622579574585
3554,Dante s Divine Comedy includes many references to the great feudal families who had huge jurisdictions with administrative and judicial rights. PERSON spent some of his exile in LOCATION.,he wrote a poem about his life in which he lived in location which was dedicated to his beloved friend person.,Dante s Divine Comedy was written to remember the days spent in his exile in LOCATION.,-4.083200454711914
3555,Until recently it was reported that Nightingale reduced mortality from NUMBER to NUMBER on the battlefield.,this kind of treatment began in number with the creation of a medical hospital. it started to increase the number of sick people to number.,Nightingale reduced death rates from NUMBER to NUMBER by creating the concept of intensive care.,-4.138021469116211
3556,After attending multiple writers conventions she began writing short stories.,she began to write a few books about her writing.,After going to a few writers meetings she began writing short stories.,-3.7116219997406006
3557,Jackals fill a similar ecological niche to the coyote LRB sometimes called the American jackal NUMBER Coyote Canis latrans Say NUMBER Least concern LRB O O RRB by PERSON PERSON RRB in LOCATION.,they have two male females lrb who live together rrb. they live together and they have a female pair.,Jackals are monogamous LRB each male live with only a female RRB and a pair defends its territory from other pairs.,-5.366069793701172
3558,It is the first algorithm known to be suitable for signing as well as encryption and one of the first great advances in public key cryptography.,it was found in number in number.,It was first described in NUMBER.,-5.41268253326416
3559,In NUMBER some paleontologists suggested that like a modern tree kangaroo PERSON was able to climb trees in order to seek shelter.,it was thought to be a species of camel.,It was thought to climb trees.,-3.4973182678222656
3560,For this reason the furlong was once also called an acre s length though of course in modern usage an area of one acre can be any shape.,the term furlong was originally used for a coat of fur which was a furlong length lrb or miles rrb.,For this reason the furlong was once also called an acre s length.,-3.9427921772003174
3561,Margueron is a commune in the LOCATION department in LOCATION in south western LOCATION.,it is found in the region location in the location department in the southwest of location.,Margueron is a commune. It is found in the region LOCATION in the LOCATION department in the southwest of LOCATION.,-4.2822418212890625
3562,Although a website distributing the album was quickly taken offlineBiography PERSON. ,websites websites websites website website websites websites of websites,Other websites,-7.2562947273254395
3563,San Pedro de Macor s is a province of the Dominican Republic also the name of its capital city.,bosque de mar de castro is a province of the dominican republic. it is located in the province of santa cruz.,San Pedro de Macor s is a province of the Dominican Republic.,-3.1856400966644287
3564,PERSON then trapped Flair in his modified figure four leglock but Flair delivered a thumb to the eye to PERSON to break the submission.,person then attempted to break the pinfall and hit person with a left hook to force the pin to break person back to the outside.,PERSON then trapped Flair in his modified figure four leglock but Flair delivered a thumb to the eye to PERSON to break the submission.,-3.9544239044189453
3565,In most modern general purpose computer architectures one or more FPUs are integrated with the CPU however many embedded processors especially older designs do not have hardware support for floating point operations.,many operating systems such as cpus are used to run on multiple cpus with many cpus such as the cpus lrb cpus rrb.,In most modern general purpose CPUs one or more FPUs are integrated inside the CPU however many embedded microcontrollers especially older designs do not have hardware support for floating point operations.,-4.884413719177246
3566,The service was an immediate success reaching the million passenger mark in less than three years on July and one billion passengers in.,the first million passengers went on to ten million passengers lrb million million rrb in the first four months of the six months.,The line was an immediate success reaching the million passenger mark in less than three years on July and one billion passengers in.,-5.1838507652282715
3567,They have two sons PERSON LRB born NUMBER October NUMBER RRB and PERSON LRB born NUMBER May NUMBER RRB who were both born in LOCATION LOCATION.,person lrb born october number number in location location rrb is an american actress and wife of person.,Lawless and PERSON have two sons PERSON LRB born NUMBER October NUMBER RRB and PERSON LRB born NUMBER May NUMBER RRB both born in LOCATION.,-5.106305122375488
3568,PERSON was shot dead and Roll was eventually arrested.,person was shot and shot by person. he was shot.,Shot dead by the police. PERSON was shot dead and Roll was arrested.,-4.594018459320068
3569,PERSON LRB born NUMBER February NUMBER RRB is a German footballer who plays as a defensive midfielder for ORGANIZATION.,person lrb born number february number rrb is a german football player.,PERSON LRB born NUMBER February NUMBER RRB is a German football player. He plays for ORGANIZATION.,-3.8386268615722656
3570,Aged fifteen he began the formal study of drawing but on the insistence of his father he changed to architecture.,he was born in a small village on the green at a young age. he was very interested in drawing drawing and drawing drawing.,Redon started drawing as a young child and at the age of he was given a drawing prize at school.,-3.7812659740448
3571,Examples include a tiger s stripes the battledress of a modern soldier and a butterfly camouflaging itself as a leaf.,the sword is a sword and a sword in a long sword with a sword or sword like a sword.,A tigers stripes in the long grass and the battledress of a modern soldier are examples.,-4.050175666809082
3572,Saint M dard d Eyrans is a commune in the LOCATION department in LOCATION in south western LOCATION.,it is found in the region provence alpes c te d azur in the location department in the southwest of location.,Saint M dard d Eyrans is a commune. It is found in the region LOCATION in the LOCATION department in the southwest of LOCATION.,-5.037868499755859
3573,History They were described in NUMBER by PERSON.,it was found by person in number. it was named by person.,It was first described by PERSON.,-4.065289497375488
3574,Although clawed lobsters like most other arthropods are largely bilaterally symmetrical they often possess unequal specialized claws like the king crab.,the crab crab is the only species of crab like claw claw clawed claw clawless claw.,Clawed lobsters often possess unequal specialized claws like the king crab.,-5.1874918937683105
3575,If a funnel cloud touches the ground it becomes a tornado.,no. d. noaa.,NOAA Tech.,-5.902002811431885
3576,Electronics engineering deals with implementation of applications principles and algorithms developed within many related fields for example solid state physics radio engineering telecommunications control systems signal processing systems engineering computer engineering instrumentation engineering electric power control robotics and many others.,in engineering engineering the term was first used to describe a radio radio transmitter at a time when a radio physicist was working at a university.,Before the second world war electronic engineering was commonly known as a radio engineering. At that time studying radio engineering at a university was part of a physics degree.,-3.9842686653137207
3577,The Mayor has no administrative duties as the City Manager serves as the CEO.,the mayor is the head of the city and is the only executive officer.,The mayor has no administrative duties as the City Manager serves as the CEO.,-2.3517208099365234
3578,Claude L vi Strauss LRB LRB November October RRB was a French anthropologist and ethnologist and has been called the father of modern anthropology.,it is set up in vienna austria.,Strauss.,-5.856629848480225
3579,Cox Michael editor The Concise Oxford Chronology of English Literature p Oxford University Press ISBN Today it is best known as the hymn Jerusalem with music written by Sir Hubert Parry in.,they are told of the coming coming of the enemies of urd.,Bring me my Arrows of desire ,-5.149959564208984
3580,In addition the increased workload of the heart causes hypertrophy of the right ventricle LRB a condition known as cor pulmonale RRB making the heart less able to pump blood through the lungs ultimately causing right heart failure.,the disease can be caused by the blood vessels that have less oxygen in the blood.,Lung diseases that make the blood have less oxygen such as ,-3.668466567993164
3581,NUMBER The New Laird of Castle McDuck NUMBER D NUMBER Uncle Scrooge NUMBER The story take place in NUMBER.,the number book is a number book based on the events of number number.,NUMBER The New Laird of ORGANIZATION NUMBER The story take place in NUMBER.,-4.49240255355835
3582,This is because the executive branch is dependent upon the direct or indirect support of the legislative branch and often includes members of the legislature.,the parliamentary branch of government is the branch of the government that provides legislative power to the executive branch of a government.,A parliamentary system of government means that the executive branch of government must have the direct or indirect support of the parliament.,-2.5009500980377197
3583,PERSON produces a sweeter tea and is served almost exclusively as part of Japanese tea ceremonies.,person is often used as a tea tea. it is also used for tea and tea.,PERSON produces a sweeter tea and is almost always only served as part of Japanese tea ceremonies.,-3.8324971199035645
3584,An Inuk is an Inuit person.,person is one of the many languages in the location.,Inuit means more than one one person is an Inuk.,-4.0813212394714355
3585,She is currently signed to World Wrestling Entertainment LRB WWE RRB where she wrestles on the Raw brand.,she works for world wrestling entertainment in raw brand s raw brand.,She currently works for World Wrestling Entertainment wrestling on it s Raw brand.,-4.857429027557373
3586,PERSON LRB born NUMBER August NUMBER RRB is a former Japanese football player.,person lrb born number august number rrb is a former japanese football player.,PERSON LRB born NUMBER August NUMBER RRB is a former Japanese football player.,-3.5029690265655518
3587,This means that even though the heat pump is the primary source of heat another form is available as a back up.,a heat energy transfer is the energy transferred from a cell to another person. it is transferred through a heat pump.,A PERSON device is a heat pump. It moves heat from one side to the other by means of an electric current.,-4.001089572906494
3588,The National Library of LOCATION LRB RRB or ORGANIZATION in LOCATION is the largest library in LOCATION and one of the largest in the world with a collection of over NUMBER million volumes.,the organization is one of the largest libraries in the world. it is the largest library in location.,The ORGANIZATION is one of the world s largest libraries found in LOCATION LOCATION.,-1.9116324186325073
3589,Red Squaring is also a common slang in Russia used to speak about child molestation getting its name from the high of sex crimes that occur here.,the city of moscow is one of the most important cities in the world and the central city of the moscow metro is the central square of moscow.,As major streets of Moscow radiate from here in all directions being promoted to major highways outside the city the Red Square is often considered the central square of Moscow and of all Russia.,-3.1356325149536133
3590,Loupiac de la R ole is urmum in the Gironde department in Aquitaine in south western France.,it is found in the region aquitaine in the gironde department in the southwest of france.,Loupiac de la R ole is a commune. It is found in the region Aquitaine in the Gironde department in the southwest of France.,-3.23744535446167
3591,He emerged as one of Cobham s Cubs a group of young MPs associated with Lord Cobham.,he was a member of the royal family and was one of the most important officials in the united states.,He was one of the few prime ministers who never was given a title of nobility.,-3.115929365158081
3592,This may include not only forms of education designed for students with special needs LRB ranging from teenage pregnancy to intellectual disability RRB but also forms of education designed for a general audience and employing alternative educational philosophies and methods.,a group of disabled people have a disability. this is because there is a lot of special needs needs.,Special education a form of education that accommodates students who have a disability.,-4.378940582275391
3593,The character created by PERSON and PERSON is voiced by PERSON.,person is the main character of the game by person.,Azula is voiced by PERSON.,-3.1868226528167725
3594,Golden Balls is a British daytime game show on the ITV Network presented by PERSON.,the balls are put into the game into the balls of the player. all the players must get the ball to the ball.,Again the golden balls that the contestants bring through to the final are put back into the ball machine.,-3.840017080307007
3595,Squatters started settling along the LOCATION and in NUMBER a Christian mission was established in the settlement to the Aborigines.,in number the first settlement in the area was started in the location in the number.,Farmers started settling along the LOCATION. In NUMBER a Christian mission was started in the settlement for the Aborigines.,-4.002024173736572
3596,Flame LRB robot RRB an experimental walking robot,american football player for the united states team.,Florida Flame American basketball team,-4.827502250671387
3597,Aged NUMBER while at ORGANIZATION he joined the Unity Theatre in ORGANIZATION.,he joined the organization in number and joined the union theatre of location in number.,Aged NUMBER he joined the Unity Theatre in ORGANIZATION.,-4.789493083953857
3598,It is located in the province of Eastern Finland and is part of North Karelia region.,it is the capital town of the district of krai of north karelia.,It is the center of the region of North Karelia.,-3.0641698837280273
3599,The results showed that BDD occurs in.. of community samples and of non clinical samples.,in the case of hiv and nephritis rrb there is no evidence of infection in mice and other animals.,The results showed that BDD is in.. of community samples and of non clinical samples.,-4.7092461585998535
3600,Jurques is a commune in the d partement of Calvados in the LOCATION region of LOCATION.,it is found in the region pays de la location in the location department in the north of location.,Jurques is a commune.,-4.588329792022705
3601,The discovered subglacial LOCATION challenges both records it is estimated to be NUMBER to NUMBER m below sea level.,the two brothers person and person lrb number number rrb and person and his brothers person are named after the three brothers person brothers and person rrb.,The gospels of PERSON LRB NUMBER NUMBER RRB PERSON LRB NUMBER NUMBER RRB and PERSON LRB NUMBER NUMBER RRB tell how PERSON got four of his apostles from the shores of LOCATION the fishermen PERSON and his brother PERSON and the brothers PERSON and PERSON.,-6.440146446228027
3602,In he won the title again with an upset win over Carmen Basilio but lost the title in a rematch with Basilio later in the year.,in he returned to the match in the rematch of the triumph of basilio in the final match against basilio but he lost the match.,In he won the title again by beating Carmen Basilio but lost the title in a rematch with Basilio later in the year.,-3.9798636436462402
3603,PERSON LRB born January NUMBER NUMBER RRB is an American politician the th and current Governor of the state of LOCATION.,person is the current governor of location in the location.,PERSON is the current Governor serving in LOCATION.,-3.55706787109375
3604,Due to the link between Jerez de la Frontera and the United Kingdom created by the exports of sherry LRB Jerez in Spanish RRB football had its beginnings in the region towards the second half of the s.,divisi divisiva divisifi divivi di divisii divisa lrb rrb, Segunda Divisi n st,-6.411044597625732
3605,They also obtained permission to sign such players as PERSON PERSON and others if they could do so.,they could also get players who could not agree with the terms of the contract but they could not have the right to sign them. they did not agree to terms with person but they would not like it.,They were also allowed to sign players like PERSON PERSON and others if they could get the players to agree.,-3.387009382247925
3606,. History,history history history... rrb..,History,-7.491523742675781
3607,Before they can even consider the granting of arms an application must be made to the Earl Marshal and a fee paid.,the reward should also be given to a knight to receive a warrant for a reward and a reward for the knight granted by a knight must be granted a warrant.,Before they can even consider the granting of arms an application LRB called a memorial RRB must be made to the Earl Marshal and a fee paid.,-4.296639442443848
3608,Princeton University,hartwick college college is a private school in location.,Hartwick College,-5.189194679260254
3609,If a block cipher or cryptographic hash function does not exhibit the avalanche effect to a significant degree then it has poor randomization and thus a cryptanalyst can make predictions about the input being given only the output.,if the algorithm does not use the hash function the algorithm requires that the algorithm should not be used to minimize the effect of the polynomial time time of an event lrb if the data is not stable the algorithm uses the following following algorithm.,If a block cipher or cryptographic hash function does not exhibit the avalanche effect to a significant degree then it has poor randomization and thus a cryptanalyst can make forecasts about the input if given only the output.,-4.25327730178833
3610,Chazeaux is a commune in the Ard che department in southern France.,it is found in the region provence alpes c te d azur in the ard che d partement in the south of france.,Chazeaux is a commune of the Ard che d partement in the southern part of France.,-5.2277045249938965
3611,He founded ORGANIZATION newspaper in NUMBER on the eve of the NUMBER Chilean Revolution to support President PERSON who had bad relationship with the Chilean press.,person was the president of the newspaper lrb newspaper rrb. person started the newspaper in the late number.,President PERSON had a bad relationship with the Chilean press. For this reason PERSON started the newspaper ORGANIZATION to support him.,-4.923944473266602
3612,She took an administrative position with the fledgling National Organization for Women but angrily resigned in February over Betty Friedan s anti gay remarks and NOW s attempts to distance itself from lesbian organizations.,she said that she wanted to leave the organization because she thought that she was too too political in the world.,She joined the new National Organization for Women but left in February when Betty Friedan said anti gay things and the organization tried to distance itself from lesbian organizations.,-3.6421291828155518
3613,As may be expected the more complex the organism the more complex the repertoire of signal transduction processes the organism must possess.,the transduction of the innate system is the process of the processing of the body into the next generation of signals.,The more complex the organism the more complex the repertoire of signal transduction processes the organism must possess.,-3.9185333251953125
3614,Such systems must manage access control and privileges multiple electronic format interface with printing infrastructures and enable collaborative work flows around documents.,this system allows users to create digital digital printers that can easily communicate with other processes and communicate with their computers.,Such systems must manage access control and privileges multiple electronic format interface with printing infrastructures and enable collaborative workflows around documents.,-3.995149612426758
3615,File Opel Vectra C Caravan NUMBER CDTI Facelift rear.,number crippo lrb number rrb. it comes in color number.,File Opel Vectra C Caravan NUMBER CDTI OPC Line Facelift front.,-7.350212097167969
3616,Swahili language is spoken in a wide area from southern LOCATION to northern LOCATION and the whole of LOCATION.,the area has a wide range of people living in the northern part of the country from location to the northern parts of the location and the whole of location.,The Swahili language is spoken in a wide area from southern LOCATION to northern LOCATION and the whole of LOCATION.,-3.0688092708587646
3617,As of NUMBER he is in the ORGANIZATION television series PERSON which stars his daughter PERSON.,he has also appeared in the television series person and person. she is the daughter of person.,As of NUMBER he is in the ORGANIZATION television series PERSON which stars his daughter PERSON.,-3.054352283477783
3618,Followers of this sect however claim its true founder was PERSON from LOCATION LOCATION.,the founder of location was person who was born in location location.,Followers of this sect however claim its true founder was PERSON from LOCATION LOCATION.,-3.3843958377838135
3619,A graduate of the ORGANIZATION where he made his debut in NUMBER he has also had spells with ORGANIZATION and LOCATION during his Premiership career.,statistics of world football bundesliga. statistics of international football team.,International career statistics,-4.591337203979492
3620,His most notable early performance was the world premiere of PERSON s ballet The Firebird at the Ballets Russes LOCATION on NUMBER June NUMBER.,it was first performed at the organization in location in number. it was the first performance of the organization s first ballet to be performed by person.,His most famous early performance was the world start of PERSON ballet The Firebird at the Ballets Russes LOCATION on NUMBER June NUMBER.,-3.907287359237671
3621,Punknews.org link,the song was first released in in and was first in the united states in in the title of the ep ep.,This is where they released Siren Song of the Counter Culture in.,-5.0778350830078125
3622,Strawberries can also be grown indoors in strawberry pots.,they are made of strawberries that can grow on the ground until they grow the fruit of the bees they use to feed the bees.,Many strawberries are grown on strawberry farms and the farmers often have hives of bees that live on the farm to pollinate the strawberries.,-4.090030193328857
3623,For both her popularity and her advocacy work she has been described as the first of the modern first ladies and her popularity at the time is compared to that of PERSON in the NUMBER.,she is the first woman to become one of the first women of modern day.,People describe her as the first of the modern first lady.,-2.6274611949920654
3624,It was so named because it can dissolve the so called royal metals or noble metals gold and platinum.,it can be made of silver and silver and is also found in some places.,It is one of the few substances that can dissolve gold and platinum and other noble metals.,-3.749088764190674
3625,Following the September NUMBER attacks several American mosques were targeted in attacks ranging from simple vandalism to arson.,the attacks of september attacks were one of the major attacks of the united states. the attacks were planned to be targeted on september number.,After the September NUMBER attacks several American mosques were targets of attacks.,-3.9791274070739746
3626,LOCATION is home to ORGANIZATION LOCATION and the LOCATION.,organization is a private university in location location location.,LOCATION is a city located in central LOCATION. It is home to ORGANIZATION University San PERSON.,-4.918649673461914
3627,He became the first person to win two Nobel Prizes in the same field.,he is one of the few people to have won nobel prize.,He is the only person to win two Nobel Prizes in Physics.,-3.3135604858398438
3628,PERSON LRB or PERSON or Henle or Hele RRB LRB NUMBER ndash August NUMBER RRB a locksmith and watchmaker from LOCATION is often considered the inventor of the portable timekeeper making him the inventor of the watch but this claim is disputed.,person person person in person person.,PERSON In PERSON.,-5.474298000335693
3629,A talon is a sharp claw of an animal especially a bird of prey such as the eagle hawk falcon owl or buzzard.,the bird is a bird that can be seen flying at a distance or even even in a bird. it can also be seen at a range of birds.,A Talon is a big sharp claw of an animal. It can especially be seen a lot on a bird of prey like the eagle hawk falcon owl or buzzard.,-3.7434563636779785
3630,Bourgeoisie is a French word that was borrowed directly into English in the specific sense described above.,this word is used in english to describe words that are borrowed from the french language in the past.,Bourgeoisie is a French word that was borrowed directly into English in the sense that is explained above.,-3.4402718544006348
3631,Euston Square tube station on the Circle Line Hammersmith City Line and Metropolitan Line is a five minute walk from the station along Euston Road.,it is one of the busiest stations in london across the london borough of westminster and london between the london underground and london underground.,Euston Square tube station on the Circle Line Hammersmith City Line and Metropolitan Line is a three minute walk from the station along Euston Road.,-4.4383978843688965
3632,For nine years PERSON dominated the scene although other conductors among them PERSON PERSON PERSON and PERSON led about half of each season s concerts.,he conducted several other orchestras including person person person and person who conducted two of his own concerts.,He stayed there for nine years although other conductors including PERSON PERSON PERSON and PERSON led about half the concerts.,-3.53141713142395
3633,Fly to the Sky LRB RRB was a South Korean R B duo consisting of Korean American PERSON and South Korean native Hwanhee.,the album reached number and reached number on the billboard albums chart.,The album hit NUMBER on the charts but it quickly slipped from the charts.,-4.594759464263916
3634,No matter what method is used it is usually impossible to separate an impurity completely from a material.,impurity impasses impurity.,Useful impurity,-4.671674728393555
3635,The HSQLDB developers have suggested only of the target has been met in the.. release the version first integrated with OOo..,the project has since been released with the full version of the java project and the release of java lrb o rrb.,The HSQLDB developers have suggested only of the target has been met in the.. release which is the version that was integrated LRB merged RRB with OOo..,-4.841647148132324
3636,It has long pointed earlobes and a squared off muzzle.,the kangaroo has a long neck and a short tail. it has a short nose.,The kangaroo has long pointed ears and a squared off nose.,-2.9699511528015137
