,source_sentence,pred,gold,bart_score_pred
2560,It is the second largest among the five cities of Jakarta after East Jakarta.,it is the second largest city in the state of indonesia after the city of location.,It is the second largest administrative city in Jakarta after East Jakarta.,-2.601374387741089
2561,Outside of the main series PERSON has appeared in Pok mon ORGANIZATION Pok mon Snap the Pok mon Mystery Dungeon games and the Pok mon Ranger games.,the game is set in location in the pok pok kong po pok mon po po mon mon mon po mon pok kok po pong po po poi pok lok po mon kok mon mon.,In the Pok mon video games PERSON is famous among players because it learns the move Sing which puts enemy Pok mon to sleep.,-4.481088638305664
2562, ndash Hamad bin Khalifa al Thani deposes his father Khalifa bin Hamad al Thani the Emir of Qatar in a bloodless coup.,he is said to have assassinated saddam hussein in alhamid al khalifa al din al walid al haq., John F. Kennedy speaks the famous words Ich bin ein Berliner.,-5.504288196563721
2563,Biography Early life When he was thirteen he attended Sarah McGarvin School located in Westminster California.,he was born in new york city in.,When he was he attended McGarvin Intermediate School located in Westminster California.,-4.32136344909668
2564,She also appeared as an infant in Home Alone with her grandmother and had a small cameo along with her father in Home Alone NUMBER Lost in LOCATION.,she played a small child in the small home of a neighbor in location. she was the only child in her childhood.,She also appeared as an infant in Home Alone with her grandmother and had a small cameo along with her father in Home Alone NUMBER Lost in LOCATION.,-3.832369804382324
2565,The seismicity or seismic activity of an area refers to the frequency type and size of earthquakes experienced over a period of time.,the term is used to describe the effect of an earthquake across the region of the location or location.,Most earthquakes form part of a sequence related to each other in terms of location and time.,-3.5387122631073
2566,Biogas typically refers to a gas produced by the biological breakdown of organic matter in the absence of oxygen.,oxygen is the breakdown of oxygen from thermodynamics of the body in the presence of oxygen.,Biogas,-4.059485912322998
2567,Whereas the VVA technology will be used in the creation of a new mid engined sportscar for Lotus cars the APX is in fact a high performance seat MPV with four wheel drive and a front mounted V engine from Lotus Engineering s Powertrain division.,the car was developed from a new development platform called the car concept. it was developed by a team of fia drivers at the organization.,The VVA design will be used in a new mid engined sports car for Lotus cars. The APX is a high performance seat Multi Purpose Vehicle.,-4.5427775382995605
2568,Bradley M. Kuhn LRB FSF Executive Director RRB launched the program and also signed up as the first Associate MemberKuhn has an FSF generated member link that identifies him as the first member on his web page.,the organization lrb d. rrb is a member of the organization s organization. it was created by the organization.,Other pages,-4.516678810119629
2569,They are designated by the Greek letter beta LRB RRB.,it is named after the greek goddess lrb greek rrb and the greek letters rrb.,When scientists write it down in an equation they are usually written as the Greek letter beta LRB RRB.,-4.509185314178467
2570,In male human anatomy the foreskin is a generally retractable double layered fold of skin and mucous membrane that covers the glans penis and protects the urinary meatus LRB RRB when the penis is not erect.,the penis is the part of the body that is not normally covered by the skin of the penis. it is also called the penis lrb penis rrb and the cristal sac of the fetus.,Anatomy,-3.6544365882873535
2571,Construction dates The following table lays out the chronology of the construction of most of the major pyramids mentioned here.,the list of the oldest dates for the construction of the pyramids is the following following the tables give the dates.,Retrieved April NUMBER NUMBER Construction dates The following table lays out the chronology of the construction of most of the major pyramids.,-3.8534982204437256
2572,In the northwest the LOCATION borders on the Swabian Jura LRB unit NUMBER on the map RRB and in the extreme northeast on the Franconian Jura LRB unit NUMBER on the map RRB. The boundary with these two natural regions is roughly formed by the course of the river LOCATION.,the district is located on the location in the location region of location.,In the northwest the Swabian Jura LRB NUMBER on the map RRB The river LOCATION is roughly the border between the two natural regions.,-4.172525882720947
2573,Through her use of irony Austen attempted to protect her integrity as an artist and a person in the face of attitudes and practices she rejected.,she was also shown to be a critic of women s work and for example by her critique of women and women.,Through her use of irony Austen tried to protect herself as an artist and a person from the behavior and practices she disliked.,-4.227685451507568
2574,LOCATION has also produced numerous world class rugby players including PERSON PERSON PERSON PERSON PERSON and PERSON.,person person lrb born number april number number rrb is a former australian rugby union player.,LOCATION has also made many world class rugby players. Some of them are PERSON PERSON PERSON PERSON PERSON and PERSON.,-5.763969421386719
2575,Climate encompasses the statistics of temperature humidity atmospheric pressure wind rainfall atmospheric particle count and other meteorological elemental measurements in a given region over long periods of time.,the atmospheric level of atmospheric air is measured in the atmosphere and atmospheric pressure. it is similar to the atmospheric pressure of atmospheric atmospheric pressure in the area of location.,Climates mean the usual condition of the temperature humidity atmospheric pressure wind rainfall and other meteorological elements around a part of the earth s surface for a long time.,-3.9577600955963135
2576,Due to computer models predicting lesser amounts of shear forecasters indicated the possibility of moderate strengthening in the LOCATION to a NUMBER mph LRB NUMBER km h RRB storm.,as a result of the low pressure of the hurricane made the forecast of number mph lrb number mph rrb a strong wind strength of number knots lrb about number km h rrb in location.,Because of computer models predicting lesser amounts of shear forecasters mentioned the possibility of moderate strengthening in the LOCATION to a NUMBER mph LRB NUMBER km h RRB storm.,-4.998867034912109
2577,It has a wingspan of NUMBER t.,it is about number mm long. it has an estimated number number mm.,The wingspan is NUMBER to NUMBER in. LRB NUMBER to NUMBER cm. RRB.,-5.467944145202637
2578,According to the United States Census Bureau the city has a total area of of which of it is land and of it LRB. RRB is water.,the city has an area of. square miles lrb number acre rrb of water.,According to the United States Census Bureau the city has a total size of. km LRB. mi RRB.,-4.816823482513428
2579, LRB x y RRB NUMBER x NUMBER NUMBER x NUMBER NUMBER x NUMBER y NUMBER NUMBER x y NUMBER y NUMBER.,number number number x x x number x y number x number number lrb number number rrb number number y number number location number number. number x. number number is number number and number number of number.. number.,It uses a bracket expression like LRB x y RRB n.,-4.610960006713867
2580,News is mostly only included if it is relevant or interesting for the larger Wikimedia community and not only for a specific wiki,however it is not well known about the fact that there is not much information about the wikipedia which is not known for certain areas of the world.,Wikizine will never ever knowingly report lies,-3.8743667602539062
2581,NUMBER Seconds to LOCATION is an American rock band from LOCATION LOCATION formed in NUMBER.,location is an american rock band from location location location.,NUMBER Seconds to LOCATION is an American alternative rock band from LOCATION.,-3.327338695526123
2582,Charlotte Bront LRB April March RRB was an English novelist and poet the eldest of the three Bront sisters whose novels are English literature standards.,she was one of the first three children of her parents lrb may rrb.,Charlotte Bront LRB April March RRB was an English novelist and poet.,-4.780216217041016
2583,The cities LRB defined as having at least NUMBER residents in NUMBER RRB that saw the greatest increases between NUMBER and NUMBER were PERSON LRB NUMBER percent RRB LOCATION LRB NUMBER percent RRB LOCATION LRB NUMBER percent RRB LOCATION LRB NUMBER percent RRB and ORGANIZATION LRB NUMBER percent RRB.,person lrb number number rrb was the third largest city in the united states and the second largest in location and number percent of the population.,The cities LRB defined as having at least NUMBER people living there in NUMBER RRB that saw the greatest increases between NUMBER and NUMBER were Draper LRB NUMBER percent RRB South Jordan LRB NUMBER percent RRB Lehi LRB NUMBER percent RRB LOCATION LRB NUMBER percent RRB and Syracuse LRB NUMBER percent RRB.,-4.36981725692749
2584,Soviet and Russian novelist dramatist and historian.,history history and history history history soviet union and soviet union soviet union history history russian language and history russian history and historical history history.,Aleksandr Solzhenitsyn LRB December August RRB was a Russian writer of novels dramatist and historian.,-4.95587682723999
2585,January NUMBER PERSON Dutch philologist LRB d. NUMBER RRB ,person lrb d. number died number rrb,January NUMBER PERSON Dutch philologist LRB died NUMBER RRB ,-5.745234966278076
2586,Rocko s Modern Life is an American TV animated series the fourth of Nickelodeon s Nicktoons created by Joe Murray and aired for four seasons from to.,the first episode of the nickelodeon s sitcom s n t is a sitcom made by neil simon. it was written by neil stern jr. and starred by tim s. s..,Rocko s Modern Life is an animated television show that aired on Nickelodeon from to.,-5.274864196777344
2587,The ORGANIZATION is a domed stadium located in the city of LOCATION LOCATION.,the stadium is located in location location. it is the home of the organization.,The ORGANIZATION is a domed stadium in the town of LOCATION LOCATION near LOCATION.,-3.0076310634613037
2588,LOCATION Book by PERSON and PERSON music by PERSON lyrics by PERSON.,person is a song written by person and music by person. person and person wrote music for the song song by person music by location.,Book by PERSON music by PERSON lyrics by PERSON.,-3.425546884536743
2589,La Croupte is a commune in the Calvados department in the Basse Normandie region in northwestern France.,it is found in the region basse normandie in the calvados department in the northwest of france.,La Croupte is a commune. It is found in the region Basse Normandie in the Calvados department in the northwest of France.,-3.067870616912842
2590,However it did criticize some aspects of the book describing the prose as choppy and attitude filled and complaining that LRB t RRB he characters are n t emotionally involving.,he said that he was not a bad character but he said it was too too serious and that he did not like it.,They described the prose as choppy and attitude filled and complained that LRB t RRB he characters are n t emotionally involving.,-3.377568244934082
2591,Fox Studios Australia is a major movie studio located in Sydney Australia occupying the site of the former Sydney Showground at Moore Park.,the park is located at the corner of the city of sydney. it is located on the western edge of the sydney airport.,Fox,-3.0702970027923584
2592,However PERSON episode count of NUMBER episodes far surpasses The Simpsons.,person is the most successful episode of the simpsons episode number number.,However PERSON episode count of NUMBER episodes far surpasses The Simpsons which would not reach that mark until its approximate th season under normal programming schedules.,-4.211535930633545
2593,Sergipe LRB officially the State of Sergipe RRB is the smallest state of the Brazilian Federation located on the northeastern Atlantic coast of the country.,it is the smallest state of the u. s. state of brazil.,Sergipe is the smallest state in Brazil.,-3.1091485023498535
2594,Sanford is a city in and the county seat of Seminole County Florida United States.,florida is a city of florida in the united states.,Sanford is a city of Florida in the United States. It is the county seat of Seminole County.,-3.5295562744140625
2595,In NUMBER PERSON dissolved Mantas and quickly started a new band under the name Death.,in number person left the band. person became a member of the band organization.,They started in NUMBER under the name Mantas and then the name was changed to Death in NUMBER.,-4.058292865753174
2596,Some shows feature a special guest star LRB e.g. PERSON on a season premiere episode of The Brady Bunch or PERSON on a season premiere of NUMBER Rock RRB others might have multi part adventures such as the Bradys family vacations to LOCATION and LOCATION.,person lrb born may number number rrb is an american television host who hosts a variety of special guest guests such as person person person and a special guest guest.,Some shows feature a special guest star LRB e.g. PERSON on a season premiere episode of The Brady Bunch or PERSON on a season premiere of NUMBER Rock RRB others might have multi part adventures such as the PERSON family vacations to LOCATION and LOCATION.,-5.576224327087402
2597,Graphite is combined with clays to form the lead used in pencils used for writing and drawing.,it is used to make sand in clay and clay. it is made from clay to make the base of sand.,Graphite with clay is in pencils.,-3.583277940750122
2598,He divorced Hilary in and then married Jane the same year Jane and Kingsley divorced in.,she died in and she died on march in london.,He divorced Howard in.,-5.381327152252197
2599,The curie is a unit of radioactivity LRB. x decays per second or gigabecquerels RRB originally named in honor of Curie by the Radiology Congress in after his death. Subsequently there has been some controversy over whether the naming was in honor of Pierre Marie or both.,in the th century the term was first proposed to be used for the case of the nuclear explosion lrb rrb in the year number.,After Pierre s death a group of scientists at the Radiology Congress decided to honor him by naming the unit of radioactivity a curie.,-4.92814826965332
2600,Watson xvii Another reason identified by the Chinese historian William Hung is that Chinese poems are typically extremely concise omitting circumstantial factors that might be relevant but which could be reconstructed by an informed contemporary.,this theory is based on the fact that the original chinese chinese dictionary of chinese characters is not known about modern chinese characters. this is derived from the study of ancient chinese mythology.,Hung William LRB O O RRB.,-3.5724339485168457
2601,Beekes shows that PERSON s derivation from som wid is semantically untenable.,it is thought that person s derivation is based on the fact that wiki is not wikiy.,He is the brother of Zeus LOCATION ORGANIZATION LOCATION and ORGANIZATION.,-3.9210495948791504
2602,A chemist is a scientist trained in the science of chemistry.,a chemist is a chemical scientist who works as a chemist.,A chemist is a scientist who studies chemistry.,-2.324575424194336
2603,Ryo Sakai LRB born August RRB is a Japanese football player.,kondo lrb born august rrb is a former japanese football player.,Ryo Sakai LRB born August RRB is a Japanese football player.,-4.3016133308410645
2604,For more history see article on non Euclidean geometry and the references Coxeter and Milnor.,it is based on the fact that the reference to e. g. e. e e. and e.. col... e rrb.,For more history see article on non Euclidean geometry.,-5.188762187957764
2605,They range from c to c in adult length and the body shape is variable with more slender fish in northern populations.,it is found in the northern part of the range in the mid and upper upper parts of the phyllocyclans.,It is maximum nine inches in length and body shape is variable with more slender fish in northern populations.,-3.49356746673584
2606,As LOCATION is located on the LOCATION and much of the city is below sea level a strong hurricane could have a devastating effect on the city.,location is a city of location on the southern coast of location.,As LOCATION is located on the LOCATION delta and much of the city is below sea level a strong hurricane could have a devastating effect on the city.,-3.637834310531616
2607,The Province of LOCATION LRB Provincia di ORGANIZATION RRB is a province in the LOCATION region of LOCATION.,location is a province in the province of location in location.,LOCATION LRB or RRB is a province in the region of LOCATION in LOCATION.,-3.660999059677124
2608,All varieties of soy sauce are salty earthy brownish liquids intended to season food while cooking or at the table.,variety of vegetables are made of a variety of herbs and vegetables.,Although there are many types of soy sauce all are salty and earthy tasting brownish liquids used to season food while cooking or at the table.,-3.482893943786621
2609,He began acting on stage in Vienna at the age of where he worked with Richard Teschner then moved to Breslau and Z rich.,he was born in trentzberg in saxony germany.,He began acting in theaters in Vienna Breslau and Z rich.,-4.731449604034424
2610,Muhammad Ali Jinnah founded Dawn in a major newspaper that helped him propagate the League s point of views.,in the early s muhammad said that he was a leader of the islamic movement in the mecca.,In Jinnah founded a newspaper named the dawn.,-4.371738433837891
2611,The first grand piano ever taken across the Allegheny Mountains was carted over for Nevin s mother.,in the first world war she was born in the county of pennsylvania. she lived in the country.,His music,-4.218676567077637
2612,January ndash William Pitt the Younger later Prime Minister enters Parliament.,he is the current prime minister of new zealand from january to.,January Adelbert von Chamisso German writer LRB d. RRB ,-4.748700141906738
2613,In the episode Bart orders a mail order spy camera which he uses to secretly take a photograph of Homer dancing with an exotic belly dancer.,in the movie he catches a dancer performing a tricks trick of a young dancer while performing a dance of dancing around a bar.,In this episode Bart orders a mail order spy camera which he uses without Homer knowing take a photograph of Homer dancing with a belly dancer.,-4.680497169494629
2614,A Nightmare on Elm Street was New Line s first commercially successful series after a devastating financial slump leading the company to be nicknamed The House that Freddy Built.,it was a popular movie that became a cult cult favorite and was the first movie to be released in november.,A Nightmare on Elm Street was New Line s first commercially successful series leading the company to be nicknamed The House that Freddy Built.,-3.5729169845581055
2615,PERSON LRB PERSON RRB ORGANIZATION LRB April NUMBER NUMBER ndash July NUMBER NUMBER RRB was an Italian composer pianist editor writer piano and composition teacher and conductor.,person lrb born number july number number rrb is an italian composer and composer.,For a short time he studied in LOCATION then in LOCATION.,-5.0636773109436035
2616,The full series has also been broadcast across LOCATION by the anime television network ORGANIZATION which has also aired the series via its respective networks across LOCATION LOCATION and LOCATION.,the anime series has also aired on the network and has been broadcast on the location network and location across the united states.,It first aired in LOCATION in NUMBER.,-3.3293659687042236
2617,Presently serving as the head of state is PERSON.,person is the head of state of the state.,Presently serving as the head of state is President of LOCATION PERSON.,-1.949319839477539
2618,He disappeared in June while taking part in a rescue mission.,he died of a fall during a rescue mission. he died in.,Amundsen was born July He disappeared in June while taking part in a rescue mission.,-4.0082573890686035
2619,Tapestry is weft faced weaving in which all the warp threads are hidden in the completed work unlike cloth weaving where both the warp and the weft threads may be visible.,it is made up of wool wool and wool wool apart from the cloth.,In normal cloth weaving both the warp and the weft threads can be seen.,-4.010639190673828
2620,As Secretary of ORGANIZATION he negotiated the Webster Ashburton Treaty that established the definitive eastern border between the LOCATION and LOCATION.,he was the first president of the location from october to number.,PERSON.,-5.275204658508301
2621,Construction paper or sugar paper is a tougher type of coarse colored paper typically available in large sheets.,it is made of paper paper and paper paper or paper.,Construction paper or sugar paper is a type of coarse colored paper usually available in large sizes.,-4.484438419342041
2622,.. cm Kunsthalle Hamburg.,the museum of art is located at the k. m. s. st...,Caspar David Friedrich LRB September May RRB was a th century German Romantic landscape painter generally considered the most important of the movement.,-4.486688137054443
2623,The far side of the river was guarded by Cerberus the three headed guard dog of Hades.,the lioness was one of the twelve pillars of the lion guarded by a lioness who was led by a guard of lion.,Its gates are guarded by the three headed dog Cerberus.,-4.212710857391357
2624,The ORGANIZATION LRB Viquip dia in Catalan RRB is the Catalan language edition of ORGANIZATION.,the organization lrb sap rrb is the main member of the spanish language language language.,The ORGANIZATION LRB In Catalan Viquip dia RRB is the Catalan language edition of ORGANIZATION.,-4.852619647979736
2625,The teams finishing first and second in each group qualified for the Round of NUMBER.,the second round of the first round was played in the location and the third round were in location.,The top two teams from each group in this round advanced LRB were allowed to play RRB in the next round named the Round of NUMBER ,-4.094372272491455
2626,PERSON s Demon NUMBER Entropy classical and quantum information computing.,person s quantum theory is based on the properties of quantum number and quantum quantum state.,PERSON s demon NUMBER entropy classical and quantum information computing.,-4.104684352874756
2627,Coombs suffered a stroke on September and died on September in Toronto Ontario at the age of.,he died on september in vancouver ontario in the summer of and died of lung cancer in vancouver.,Coombs had a stroke on September. He died on September in Toronto Ontario.,-4.356921672821045
2628,Douglas Hyde LRB January July RRB known as An Craoibh n Aoibhinn LRB The Pleasant Little Branch RRB was an Irish scholar of the Irish language who served as the first President of Ireland from to.,he was the member of parliament of the united kingdom lrb lrb d. rrb lrb rrb.,Douglas Hyde LRB or Dubhghlas de h de Born January Died July RRB was the first President of Ireland from to.,-5.0383124351501465
2629,PERSON LRB born May NUMBER NUMBER in LOCATION RRB is a French football forward whose parents come from LOCATION.,person lrb born number may number in location location rrb is a french football player.,PERSON LRB born NUMBER May NUMBER RRB is a French football player.,-4.165363788604736
2630,Antonio brings forward a paper which he says was dropped by the escaping man.,he tells him that he is caught up by a man who was captured by a servant.,Antonio brings a letter which he says was dropped by the escaping man and Figaro says it was he who jumped out the window and pretends that he also hurt his foot.,-3.5947093963623047
2631,Panderichthys suited to muddy shallows ,it is thought to be a primitive biophily.,PERSON ,-4.677425384521484
2632,BT has been the exclusive sponsor of Tate Online since.,the company has also been sponsored by guinness. the company also has been the owner of the bbc website.,BT has sponsored Tate Online since.,-4.008062839508057
2633,With a budget of million the film grossed a mere million at the U.S. box office which seemed to make it the all time box office bomb.,the film was released on april and was the first movie to be sold in the united states.,With a budget of million the movie earned million at U.S. theaters. It made more than a million profit.,-3.5266480445861816
2634,The word literally means speaker but may be translated into English as king.,it is used to mean literally literally as english or english.,The word means speaker but may be translated into English as king.,-5.145172119140625
2635,The Reformed churches are a group of Protestant denominations characterized by Calvinist doctrines.,the reformed reformed reformed is a group of reformed reformed churches.,Reformed doctrine is expressed in various texts RRB.,-4.434523105621338
2636,For Balukas s part she returned to Bay Ridge took over management of her family s pool hall Hall of Fame Billiards on Ovington Avenue in Brooklyn and states that I m enjoying my life immensely... I have moved on. ,in addition to his parents lived in the new york city hall of fame and has been living in the u. s. city.,She took over management of her family s pool hall Hall of Fame Billiards on Ovington Avenue in Brooklyn. She says I m enjoying my life immensely... I have moved on.,-4.830295085906982
2637,Havrincourt is a commune in the Pas de Calais department in Nord Pas de Calais in France.,it is found in the region nord pas de calais in the pas de france department in the north of france.,It is found in the region Nord Pas de Calais in the Pas de Calais department in the north of France.,-4.258114814758301
2638,Palynomorphs have been used to date the Arundel Formation to the Aptian Albian boundary which is about NUMBER million years ago.,it is about number million years ago and is estimated to be about number billion years ago. it is estimated that the age of the tepidae is about.,It lived during the early Cretaceous period about NUMBER million to NUMBER million years ago.,-3.5009210109710693
2639,Astana The new capital of Kazakhstan In Kazakh and Russian it is pronounced As ta na while in English and many other languages the common pronunciation is As ta na.,it is also known as the kazakh language and is also the main language of the kazakh ssr.,The name Astana which in Kazakh language means Capital city was chosen because it is easily pronounced in many languages. Also in Kazakh it is pronounced As ta na while in English LRB and for instance German RRB common pronunciation is As ta na.,-3.266115665435791
2640,PERSON and government LOCATION is a member of the regional ORGANIZATION.,location is a member of the organization of location.,Government LOCATION is a member of the regional ORGANIZATION.,-3.632281541824341
2641,In the American Lung Association ranked the Pittsburgh area as the nation s third most polluted metropolitan area behind Los Angeles and Bakersfield CA.,in the united states it was ranked among the top five american cities in the world by the american newspaper the american american press association and the american newspapers association.,Pittsburgh has been ranked third in the country for most polluted cities by the American Lung Association.,-4.160582542419434
2642,Saint Ouen du Mesnil Oger is a commune in the Calvados department in the Basse Normandie region in northern France.,it is found in the region basse normandie in the calvados department in the northwest of france.,It is found in the region Basse Normandie in the Calvados department in the northwest of France.,-2.9594690799713135
2643,He shared the NUMBER Nobel Prize in Physiology or Medicine for discoveries in individual and social behavior patterns with two other important early ethologists PERSON and PERSON.,he was also a fellow of the organization and the organization. he was one of the most important scientists in the field.,PERSON shared the NUMBER Nobel Prize in Physiology or Medicine for discoveries in individual and social behavior patterns with two other important early ethologists PERSON and PERSON.,-3.0572128295898438
2644,PERSON LRB pronounced PERSON RRB LRB born June NUMBER NUMBER RRB is an English author best known for his Redwall series of novels as well as the Tribes of Redwall and Castaways of the Flying Dutchman series.,person lrb born july number number rrb is a former british actor and writer.,PERSON LRB born June NUMBER NUMBER RRB is an English author.,-5.022859573364258
2645,In NUMBER H xter and PERSON were merged.,in number person and person joined the organization in number and became one of number.,In NUMBER PERSON and PERSON were joined together as PERSON.,-4.756398677825928
2646,Oyonnax LRB RRB is a commune in the Ain department in in the Rh ne Alpes region in eastern France.,it is found in the region provence alpes c te d azur in the aisne department in the north of france.,Oyonnax is a commune.,-4.90019416809082
2647,NUMBER Pro Bowl selection LRB NUMBER NUMBER RRB ,number number pro bowl number number lrb number number rrb,New England Patriots LRB NUMBER present RRB ,-5.1234517097473145
2648,PERSON LRB born January NUMBER NUMBER in Dijon LOCATION LOCATION RRB received the National Medal of Science in NUMBER and the Nobel prize for medicine in NUMBER for his work on neurohormones sharing the prize that year with PERSON and PERSON.,person lrb born number february number number in location location rrb is a norwegian scientist who was awarded the nobel prize in physics in number for his work in the organization in number.,Books,-4.400487422943115
2649,Defines the ad that will be appended to the edit summary when doing all other actions.,this means that the definition of the action should not be used to make the decision that it should be done.,Defines what summary Ad to be added.,-3.610992670059204
2650,PERSON LRB born February NUMBER NUMBER RRB is an American film actor director and producer better known for his film roles as PERSON in The Goonies the title character of PERSON and PERSON in the Lord of the Rings trilogy.,person lrb born number january number rrb is an american actor and producer. he is best known for his role as person in the film the shadow of person.,The Goonies LRB O O RRB ,-3.53529691696167
2651,In addition to presenting geographic features and political boundaries many atlases often feature geopolitical social religious and economic statistics.,as a result of political issues such as political issues and political political issues include tourism and political issues.,This means that the place names on the maps often use the designations or abbreviations of the language of the country in which the feature is located to serve the widest market.,-4.202101230621338
2652, Botany Introduction in The Evolutionary Synthesis Perspectives on the Unification of Biology Ernst Mayr and William Provine editors.,in the study of evolution in the genetics of the modern age and the evolutionary evolution of the evolutionary evolutionary movement and the evolution of evolution.,Advances in Genetics.,-3.9939005374908447
2653,The NUMBER FIFA World Cup was the first ORGANIZATION the world championship for international football teams.,number world football championship was the first international football championship held in location. it was the second world cup.,The NUMBER ORGANIZATION was a football LRB soccer RRB sporting event that was held in LOCATION in NUMBER.,-3.637667179107666
2654,Meanwhile the LDS Church has become a proponent of monogamy and patriotism has extended its reach internationally by a vigorous missionary program and has grown in size to nearly million members.,in addition to the u. s. government has grown to include more than million people in the united states and has also become increasingly popular with evangelical churches.,This is called monogamy.,-3.7494237422943115
2655,A Lyrebird is either of two species of ground dwelling Australian birds most notable for their superb ability to mimic natural and artificial sounds from their environment.,a bird is a species of bird that is found in the australian territory of australia australia.,A Lyrebird is one of two species of ground dwelling Australian birds most notable for their superb ability to mimic natural and artificial sounds from their environment.,-3.2673161029815674
2656,Danville is a city in Vermilion County Illinois United States.,illinois is a city of illinois in the united states.,Danville is a city of Illinois in the United States.,-3.7007994651794434
2657,In an attempt to retain some of the quickness and character of the old circuit the arduous chicane at Acqua Minerale was eliminated and the Variante Bassa was straighten up into a single chicane.,the main course of the course had a simple course from the main main course to the south. it was used to make a new course which was later used as a base.,To retain some of the character of the old circuit the slow chicane at Acqua Minerale was eliminated.,-4.244593620300293
2658,She appeared in the sequel I Still Know What You Did Last Summer LRB RRB which though not as successful as the first film took in more money on its opening weekend.,in the summer of number the film made its first movie ever to be made in location but it did not make the movie.,She also played in the sequel I Still Know What You Did Last Summer LRB RRB.,-4.387023448944092
2659,When a base or alkali is dissolved in water the pH will be greater than NUMBER LRB if at NUMBER RRB.,it is the ph of water lrb ph rrb where the ph is less than number lrb g rrb.,Alkalis have a pH greater than NUMBER.,-4.935679912567139
2660,Zurzach is a district in the LOCATION of LOCATION with the administrative capital of LOCATION.,location is a city of location in the location region of location.,Zurzach is a district in the LOCATION of LOCATION with the capital of LOCATION.,-4.0262556076049805
2661,in algebra the Cartesian product of a set with its superset see Cartesian product,the cartesian cartesian formula is a formula given by the primeval theorem in the mathematical system.,Cylinder LRB algebra RRB the cartesian product of a set with its superset,-4.279377460479736
2662,For eighteen days up to August BC he was sole pharaoh when he was killed on orders of Octavian who would become the Roman emperor Augustus.,he was killed in the second roman emperor augustus who was killed on july.,Caesarion is probably the son of Julius Caesar.,-4.770805835723877
2663,The flashlight and camera lets it operate in either day or night.,the light bulb is lit by the light from the light and the light of the light on the ground.,The flashlight and camera let it work in either day or night.,-3.052445411682129
2664,PERSON was portrayed by PERSON in PERSON the Olympians The Lightning Thief a film adaptation of the first book of the first series released in February NUMBER.,person was the first novel in the series of the series. it was first published in the number issue of the first book of the person series.,PERSON is played by the actor PERSON in the movie PERSON the Olympians The Lightning Thief a movie of the first book in the series The Lightning Thief.,-3.136120557785034
2665,It has a relatively elliptical orbit that requires more than four years to circle the Sun.,it orbits saturn with an average distance of number million years.,It has a fairly elliptical orbit that takes more than four years to circle the Sun.,-4.924583435058594
2666,SV Waldhof Mannheim is a German football club located in Mannheim Baden W rttemberg.,baden baden is a football club which plays in baden baden baden.,SV Waldhof Mannheim is a German football club.,-2.6245076656341553
2667,Control of the domain was passed to the secondary market and was taken by a domain investor who was trying to sell the domain name for NUMBER.,the domain was bought by the owner of the domain domain which was then owned by the domain owner by person who owned the domain.,Control of the domain was moved to the another market and was taken by domain squatters who were trying to sell the domain name for NUMBER euros.,-4.131411075592041
2668,The multiplayer version requires each player to have a GBA which is used as a controller and to which the action transfers when that player s character goes off the main screen but the single player game may be played with either a GameCube controller or a GBA.,the game can be played by the player who controls the player as well as a player who has to play the game as a game player.,Characters,-2.984412908554077
2669,Composing and recording During the recording of the song guitarist Herman Li broke one of his guitar strings.,in the end of the song the band played a guitar part playing a string piece of string playing.,Recording During the recording of the song guitarist Herman Li broke one of his guitar strings.,-3.8626418113708496
2670,A stamp album is a book often loose leafed LRB to allow for expansion RRB in which a collection of postage stamps may be stored and displayed.,it is made of paper and paper that is stored in a box lrb sometimes called a box rrb.,A stamp album is a book often loose leafed LRB with its papers not attached to the book but hanging loose inside RRB in which a collection of postage stamps may be stored and displayed.,-4.2127203941345215
2671,Its rise from marginality was celebrated on NUMBER and NUMBER February NUMBER when LOCATION s largest ever all rock concert was held in the LOCATION one of the city s largest halls.,in number the largest concert hall was opened in location in number and it was one of the largest concerts held at location.,Its popularity growth celebrated on NUMBER and NUMBER February NUMBER when LOCATION s largest rock concert was held in the LOCATION.,-4.371991157531738
2672,PERSON wanted to take revenge against PERSON for standing up to the Mysore King for PERSON s rights.,person s support for person s cause against person s government s demands for his support against person.,But he wanted to take revenge against PERSON and also wanted to punish him for violating the ORGANIZATION s rights in PERSON.,-4.721665382385254
2673,Deryck Jason Whibley LRB born March RRB is a Canadian musician and producer best known for his work as the guitarist and lead vocalist songwriter and producer of the multi Juno Award winning pop punk band Sum.,he is best known for his solo career in the studio and is the lead singer for the band the heavy heavy heavy metal band the band.,Deryck Whibley LRB born March RRB is a Canadian singer and musician from the band Sum.,-3.5722994804382324
2674,PERSON later married PERSON who was then a researcher in physics at ORGANIZATION.,person was married to physicist person in number and was a professor of physics at organization.,After some time PERSON married PERSON who was a researcher in physics at ORGANIZATION.,-3.6062164306640625
2675,ORGANIZATION manufactures alkaline batteries in many common sizes such as AAA AA C D and NUMBER.,organization lrb number number rrb is a type of telephone made by organization in location.,ORGANIZATION makes NUMBER C AA ORGANIZATION and D batteries.,-5.619803428649902
2676,To the north of South Africa lie Namibia Botswana and Zimbabwe to the east are Mozambique and Swaziland while the Kingdom of Lesotho is an independent enclave surrounded by South African territory.,it borders the south africa south africa tanzania tanzania angola angola angola namibia namibia angola angola and angola south africa.,South Africa is next to Namibia Botswana Zimbabwe Mozambique Lesotho and Swaziland.,-3.5946173667907715
