source_sentence,pred,gold,bert_score_precision_pred_with_brevity_penalty,sentence_id,bert_precision_gold_with_brevity_penalty
"Abdoulaye MÃ Ã tÃ -LRB- born 6 October 1980 in Paris -RRB- is a French born Ivorian footballer who currently plays for West Bromwich Albion in the Premier League . He represents CÃ te d'Ivoire internationally , he has been awarded 48 caps .",Abdoulaye M  t -LRB- born 6 October 1980 -RRB- is a French footballer.,Abdoulaye MÃ Ã tÃ -LRB- born 6 October 1980 -RRB- is a CÃ te d'Ivoire football player .,0.2344664012392362,3934,0.25547572722037637
"Bed ich PERSON@1 -LRB- ; NUMBER@1 , PERSON@2 l , LOCATION@1 NUMBER@2 , LOCATION@2 , LOCATION@1 -RRB- was a Czech composer who pioneered the development of a musical style which became closely identified with his country 's aspirations to independent statehood .","Bed ich PERSON@1 -LRB- NUMBER@1, PERSON@2 l, LOCATION@1, NUMBER@2 -RRB- was a Czech composer who pioneered the development of a musical style which became closely identified with his country's aspirations to independent statehood.",The composer of National Czech music,0.8437866406422465,3935,0.6911578580337466
"In NUMBER@1 , it was confirmed that the '' classic lineup '' -LRB- NUMBER@2 -RRB- of Guided by Voices would reunite to perform at ORGANIZATION@1 21st anniversary in LOCATION@1 and that the band would play additional dates after the Matador show .","In NUMBER@1, it was confirmed that the '' classic lineup '' -LRB- NUMBER@2 -RRB- of Guided by Voices would reunite to perform at ORGANIZATION@1 21st anniversary in LOCATION@1 and that the band would play additional dates after the Matador show.",Bee Thousand,0.9774495324468224,3936,0.7511977945886007
"In NUMBER@1 , a dog called Pickles discovered the ORGANIZATION@1 under a bush in LOCATION@1 which was stolen during a public rare stamp exhibition at LOCATION@2 .","In NUMBER@1, a dog named Pickles found the ORGANIZATION@1 under a bush in LOCATION@1. It was stolen during a public rare stamp exhibition at LOCATION@2.","In NUMBER@1 , a dog called Pickles discovered the World Cup PERSON@1 Trophy under a bush farther up in LOCATION@1 .",0.9086772541940947,3937,0.8427741556991765
"Don Baltasar died in 1646 at the age of seventeen , so , judging by his age in the portrait , it must have been painted in about 1641 .","Don Baltasar died in 1646 at the age of seventeen, so judging by his age in the portrait, it must have been painted in about 1641.",He died at the age of 61 after having painted many paintings .,0.9212899384675202,3938,0.7929149159678706
"On the June NUMBER@1 edition of Raw , PERSON@1 and PERSON@2 defeated The Hardys to win the title .","On the June NUMBER@1 edition of Raw, PERSON@1 and PERSON@2 beat The Hardys to win the title.","On the June NUMBER@1 episode of Raw , PERSON@1 and PERSON@2 beat The Hardys to win the title .",0.9096807825322054,3939,0.93144462789808
"Today , the city of LOCATION@1 is the second largest in LOCATION@2 outside of the LOCATION@3 metropolitan area .","Today, the city of LOCATION@1 is the second largest in LOCATION@2 outside of the LOCATION@3 metropolitan area.",LOCATION@1 is the second largest city in LOCATION@2 outside of the LOCATION@3 metropolitan area .,0.9409766324928828,3940,0.9349802934697695
"Later that year , he married Princess PERSON@1 , the heir to the British throne .","Later that year he married Princess PERSON@1, the heir to the British throne.","On NUMBER@1 November NUMBER@2 , he married Princess PERSON@1 , the heiress presumptive to King PERSON@2 .",0.8957066263681577,3941,0.8279236194528179
Glaciers formed this alpine region at the end of the last ice age .,Glaciers formed this alpine region at the end of the last ice age.,"It lies in the north of Italy between Venice and Milan , in the regions of Veneto , Lombardy and Trentino .",0.9633024503935629,3942,0.782731559739184
In NUMBER@1 he founded the ORGANIZATION@1 newspaper .,In NUMBER@1 he founded the ORGANIZATION@1 newspaper.,In NUMBER@1 he started the ORGANIZATION@1 newspaper .,0.9427871299239824,3943,0.9714736893491925
"Voice With few exceptions , PERSON@1 never speaks but is very participatory in the events around her , emoting with subtle gestures and facial expressions .","Voice PERSON@1 never speaks but is very active in the events around her, making subtle gestures and facial expressions.","Voice With few exceptions , PERSON@1 never speaks but is aware of what is going around her .",0.6939196154857292,3944,0.6828121424485475
Geomyoids are most noticeably characterized by the position of the infraorbital canal .,Geomyoids are most noticeably characterized by the position of the infraorbital canal.,"Essentially , if the skull of a heteromyid is viewed from the side , the viewer can see directly through it .",0.9700819034686033,3945,0.8096985131844707
"The Amazing Jeckel Brothers was the second studio album Insane Clown Posse released by Island , and features a more hip hop-based sound , as opposed to the rock-oriented sound of its predecessor , The Great PERSON@1 -LRB- NUMBER@1 -RRB- .","The Amazing Jeckel Brothers was the second album Insane Clown Posse released by Island. It has a more hip hop-based sound, as opposed to the rock-oriented sound of its predecessor, The Great PERSON@1.","The ORGANIZATION@1 is the fifth studio album by American PERSON@2 band , Insane Clown Posse .",0.7920813660661713,3946,0.6896083595372048
"Because of America 's prominent role in the Cold War , the President of the United States was often dubbed the '' leader of the Free World '' , particularly in the United States itself .","Because of America's prominent role in the Cold War, the President of the United States was often dubbed the '' leader of the Free World '', especially in the United States.","The President of the United States was often called the '' leader of the Free World '' , particularly in the United States itself .",0.8801353894254212,3947,0.8608416030483861
"Neighboring are -LRB- from north clockwise -RRB- the district LOCATION@1 , the district-free city LOCATION@2 -LRB- PERSON@1 -RRB- , LOCATION@3 , the district Spree-Nei ße and LOCATION@4 , and the LOCATION@5 .","Nearby towns are -LRB- from north clockwise -RRB- the district LOCATION@1, the district-free city LOCATION@2 -RRB-, LOCATION@3, the Spree-Neiße district and LOCATION@4, and the LOCATION@5.","Oder-Spree is a PERSON@2 -LRB- district -RRB- in the eastern part of LOCATION@6 , LOCATION@7 .",0.8174665753658001,3948,0.7403499403825173
"Simultaneously , the trough in the upper troposphere weakened , causing the wind shear in the area to relax , thereby allowing the new tropical depression to develop .","Simultaneously, the trough in the upper troposphere weakened, causing the wind shear in the area to relax, allowing the new tropical depression to develop.","Simultaneously , the trough in the upper troposphere weakened , causing the wind shear in the area to decrease , also allowing the new tropical depression to develop .",0.8826723373578694,3949,0.9145439848928394
"Attock -LRB- Urdu : -RRB- , the headquarters of Attock District , is a city located in the northern border of the Punjab province of Pakistan , and also a border district on the river Indus .","Attock -LRB- Urdu : -RRB- is a city located in the northern border of the Punjab province of Pakistan, and also a border district on the river Indus.",Attock is a city in Pakistan .,0.7178604390608703,3950,0.6337542652459669
Australia has regularly issued commemorative 50-cent coins .,Australia has regularly issued commemorative 50-cent coins.,Australia has often made special 50-cent coins .,0.9586006234089532,3951,0.9390079428752263
Some Rubies are colored the color shown below as rich carmine .,Some Rubies are colored the color shown below as rich carmine.,PERSON@1 is the general term for a particularly deep red color .,0.9601830376519097,3952,0.8241222093975733
On September NUMBER@1 PERSON@1 was reported to be a formal suspect in the disappearance of PERSON@2 .,On September NUMBER@1 PERSON@1 was reported to be a suspect in the disappearance of PERSON@2.,"On September NUMBER@1 , PERSON@1 was reported to be a suspect in the disappearance of PERSON@2 .",0.8769985708859888,3953,0.8883099473348939
"Most edible eggs , including bird eggs and turtle eggs , consist of a protective , oval eggshell , the albumen -LRB- egg white -RRB- , the vitellus -LRB- egg yolk -RRB- , and various thin membranes .","Most edible eggs, including bird eggs and turtle eggs, consist of a protective, oval eggshell, the albumen -LRB- egg white -RRB-, the vitellus -LRB- egg yolk -RRB-, and thin membranes.","Most eggs that are eaten by humans , including birds ' eggs and turtle 's eggs , have a protective , oval eggshell , the albumen -LRB- egg white -RRB- , the vitellus -LRB- egg yolk -RRB- , and various thin membranes , that are layers like skin .",0.8706469176402644,3954,0.9024613251039131
November NUMBER@1 & ndash ; The British crown colony of LOCATION@1 is subdivided into NUMBER@2 counties .,November NUMBER@1 - The British crown colony of LOCATION@1 is subdivided into NUMBER@2 counties.,November NUMBER@1 - The British crown colony of LOCATION@1 is subdivided into NUMBER@2 counties .,0.8497154235839843,3955,0.8640284402029854
"In many ways , the Sassanid period witnessed the peak of ancient Persian civilization , and constituted the last great Iranian empire before the Muslim conquest and the adoption of Islam .","In many ways, the Sassanid period witnessed the peak of ancient Persian civilization, and constituted the last great Iranian empire before the Muslim conquest and the adoption of Islam.","In many ways the Sassanid period saw the highest achievement of Persian civilization , and constituted the last great Iranian Empire before the Muslim conquest and adoption of Islam .",0.9520325191477512,3956,0.9639999460666737
"The word arse in English derives from the Germanic root \* arsaz , which originated from the Proto-Indo-European root \* ors - meaning buttocks or backside .","The word arse in English derives from the Germanic root * arsaz, which comes from the Proto-Indo-European root * ors - meaning buttocks or backside -LRB- back side -RRB-.",Political usage,0.9454789161682129,3957,0.7171949148178101
"These effects are ; high surf , heavy rains that may cause flooding , water build up along the coast with minor storm surge , coastal beach erosion , high winds , and possibly severe weather .","These effects are high surf, heavy rains that may cause flooding, water build up along the coast with minor storm surge, coastal beach erosion, high winds, and possibly severe weather.","These effects are ; high surf , heavy flooding rains , water build up along the coast with minor storm surge , coastal beach erosion , high winds , and possibly severe weather .",0.9148430849115055,3958,0.9397673706213634
Other early examples include the one at Pompeii -LRB- late 2nd century BC -RRB- .,Other early examples include the one at Pompeii -LRB- late 2nd century BC -RRB-.,It is built over the burial place of Saint Paul .,0.9695252665766962,3959,0.7884098571023823
"The name Geysir itself is derived from the Icelandic verb ' , '' to gush '' , the verb from Old Norse .","The name Geysir itself is derived from the Icelandic verb '' to gush '', the verb from Old Norse.",The English word geyser to describe a spouting hot spring derives from Geysir -LRB- which itself is derived from the Icelandic verb gjósa meaning to erupt .,0.898966165422236,3960,0.8319001417715572
May 15 & ndash ; John Thurloe is arrested for high treason for his support of Oliver Cromwell 's regime .,May 15 - John Thurloe arrested for supporting Oliver Cromwell's regime.,May 15 - John Thurloe arrested for high treason after English Restoration,0.6149812948136103,3961,0.6020654854320345
"Underneath the rear of the cargo bay doors is the ORGANIZATION@1 insignia , the text ` LOCATION@1 ' and a flag of the LOCATION@1 .","Underneath the rear of the cargo bay doors is the ORGANIZATION@1 insignia, the text  LOCATION@1'and a flag of the LOCATION@1.",The Space Shuttle is a spacecraft used by the LOCATION@1 ' ORGANIZATION@1 organization .,0.9153274389413687,3962,0.7665803799262414
They are signed to Virgin Records Palladium 's debut single '' Happy Hour '' was released in July 2007 .,They are signed to Virgin Records's first single '' Happy Hour '' was released in July 2007.,"They were soon signed to Virgin Records , with the deal being signed whilst they were on tour in Japan . Their debut single '' Happy Hour '' was released on 23 July 2007 .",0.8304197994562296,3963,0.8317132500501779
"His family was wealthy and well established ; his father PERSON@1 was a member of the Eupatridae , the ancient nobility of LOCATION@1 .","His family was wealthy and well established ; his father PERSON@1 was a member of the Eupatridae, the ancient nobility of LOCATION@1.","His family was rich , and his father , PERSON@1 , was a member of the Eupatridae , the ancient nobility of LOCATION@1 .",0.961634060188576,3964,0.962382467146273
Panon is a commune in the Sarthe department in the region of Pays-de-la-Loire in north-western France .,Panon is a commune. It is found in the region Pays de la Loire in the Sarthe department in the west of France.,It is found in the region Pays de la Loire in the Sarthe department in the west of France .,0.9484122395515442,3965,0.9054337739944458
"In its sequel , Half-Life 2 , Gordon is introduced to a dystopian world years after the Black Mesa incident , along with an interdimensional imperial force known as the Combine that took advantage of the interdimensional portals and has established itself as the ruling force on Earth .","In its sequel, Half-Life 2, Gordon is introduced to a dystopian world years after the Black Mesa incident, with an interdimensional imperial force known as the Combine that took advantage of the interdimensional portals and has established itself as the ruling force on Earth.","In the second game , Half-Life 2 , Gordon is introduced to a miltary world years after the Black Mesa incident , along with a force known as the Combine that took over the world .",0.9382322793240313,3966,0.8735399913120936
Backward induction in game theory and economics,Backward induction in game theory and economics,"Orientation week , an induction program for new students at Universities",0.9999998807907104,3967,0.8159840703010559
"Forty-seven 8-car units will be built for use on the Victoria line , replacing the line 's original 1967 Tube Stock .","Forty-seven 8-car units will be built for use on the Victoria line, replacing the line's original 1967 Tube Stock.",Forty-seven 8-car units will be built for use on the Victoria line .,0.9397594837042001,3968,0.9057832100452521
"He later favored a bright blue velvet suit , then a bright red one , antique military dress jackets , a very broadly striped suit , psychedelically patterned silk jackets , various exotic waistcoats and brightly colored flared trousers .","He later favored a bright blue velvet suit, then a bright red one, antique military dress jackets, a very broadly striped suit, psychedelically patterned silk jackets, and brightly colored flared trousers.","Later , he wore bright blue velvet suits , red suits and flared trousers .",0.8206405015937387,3969,0.7399827342496139
"Its territory exceeds , 25 percent of which are covered by forest .","Its territory exceeds, 25 % of which are covered by forest.","Its territory extends over more than 9300 kmÂ , 25 percent of which are covered by forest .",0.8316347821434932,3970,0.8412357746665158
Xenophobia is a dislike and/or fear of that which is unknown or different from oneself .,Xenophobia is a dislike and/or fear of something unknown or different from oneself.,It is the fear or dislike of strangers or unknown things .,0.9163031970912761,3971,0.8352623954415321
2033 -LRB- MMXXXIII -RRB- will be common year starting on Saturday of the Gregorian calendar .,2033 -LRB- MMXXXIII -RRB- will be common year starting on Saturday of the Gregorian calendar.,2033 -LRB- MMXXXIII -RRB- will be a common year starting on Saturday of the Gregorian Calendar .,0.9718127732581281,3972,0.9748788292103626
"Heathrow is the primary hub of British Airways , BMI and Virgin Atlantic .","Heathrow is the hub of British Airways, BMI and Virgin Atlantic.",Heathrow is the primary hub of British Airways and Virgin Atlantic and a major hub for bmi .,0.8305436727162955,3973,0.8346353994833456
Edmund Beecher Wilson -LRB- 19 October 1856 -- 3 March 1939 -RRB- was a pioneering American zoologist and geneticist .,Edmund Beecher Wilson -LRB- 19 October 1856 -- 3 March 1939 -RRB- was a pioneering American zoologist and geneticist.,He earned his doctorate at Johns Hopkins in 1881 .,0.9784019023685132,3974,0.7497369919793081
"The towns of LOCATION@1 , LOCATION@2 ; LOCATION@1 , LOCATION@3 ; LOCATION@1 , LOCATION@4 ; LOCATION@1 , LOCATION@5 and LOCATION@1 , LOCATION@6 , are named for PERSON@1 .","The towns of LOCATION@1, LOCATION@2 ; LOCATION@1, LOCATION@3 ; LOCATION@1, LOCATION@4 ; LOCATION@1, LOCATION@5 and LOCATION@1, LOCATION@6.","The towns of LOCATION@1 , LOCATION@2 , LOCATION@1 , LOCATION@3 , and LOCATION@1 , LOCATION@6 , are named for PERSON@1 .",0.7446749189196253,3975,0.7840264993306447
"Other species , notably Lottia gigantea seem to '' garden '' a patch of algae around their home scar A. L. Shanks NUMBER@1 .",Other species seem to '' garden '' a patch of algae around their home scar A. L. Shanks NUMBER@1.,"Other species , notably Lottia gigantea seem to '' garden '' a patch of algae around their home scar .",0.708865326258444,3976,0.7414986404680436
"Dorna-Arini is a commune located in Suceava County , Romania .","Dorna-Arini is a commune found in Suceava County, Romania.","Dorna-Arini is a commune found in Suceava County , Romania .",0.8972523077841728,3977,0.9277612797675594
"It is equal to the mass of the Sun , about two nonillion kilograms or about NUMBER@1 times the mass of the LOCATION@1 or NUMBER@2 times the mass of LOCATION@2 .","It is equal to the mass of the Sun, about NUMBER@1 times the mass of the LOCATION@1.",Its mathematical symbol and value are :,0.4597402766346932,3978,0.388339912891388
"In NUMBER@1 , PERSON@1 published ORGANIZATION@1 's Ark , which he wrote after he met PERSON@2 .","In NUMBER@1, PERSON@1 published ORGANIZATION@1's Ark, which he wrote after he met PERSON@2.","It is based on ORGANIZATION@1 's Ark , a NUMBER@1 book by PERSON@1 .",0.9083229949599818,3979,0.848510584078337
"On NUMBER@1 April NUMBER@2 , PERSON@1 married PERSON@2 .","On NUMBER@1 April NUMBER@2, PERSON@1 married PERSON@2.",In NUMBER@2 he married .,0.9089550375938416,3980,0.819590979388782
"ORGANIZATION@1 , a LOCATION@1 hip hop record label","ORGANIZATION@1, a LOCATION@1 hip hop label","Dirty Records , a record label",0.8133944678306579,3981,0.7198942136764526
"Recycling is a key component of modern waste reduction and is the third component of the '' Reduce , Reuse , Recycle '' waste hierarchy .","Recycling is a key component of modern waste reduction and is the third component of the '' Reduce, Reuse, Recycle '' waste hierarchy.",Recycling it,0.9497791589611638,3982,0.7773398117427408
"Apposition eyes work by gathering a number of images , one from each eye , and combining them in the brain , with each eye typically contributing a single point of information .","Apposition eyes work by gathering a number of images, one from each eye, and combining them in the brain, with each eye contributing a single point of information.","Apposition eyes work by gathering a number of images , one from each eye , and combining them in the brain . Each eye typically contributes a single point of information .",0.8759279513763168,3983,0.9150353191936083
"PERSON@1 was a NUMBER@1 film starring PERSON@2 , PERSON@3 and ORGANIZATION@1 the film was released on November NUMBER@2 , NUMBER@1 .","PERSON@1 was a NUMBER@1 movie starring PERSON@2, PERSON@3 and ORGANIZATION@1. The movie was released on November NUMBER@2, NUMBER@1.","PERSON@1 was a NUMBER@1 movie starring PERSON@2 , PERSON@3 and ORGANIZATION@1 .",0.9583502411842346,3984,0.9347764253616333
Nouvelle-Église is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France.,It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,0.8233979770115443,3985,0.826801231929234
Year NUMBER@1 -LRB- MCDXLIII -RRB- was a common year starting on Tuesday -LRB- link will display the full calendar -RRB- of the Julian calendar .,The year NUMBER@1 -LRB- MCDXLIII -RRB- was a common year starting on Tuesday.,July NUMBER@2 - Zürich is defeated in the Battle of St. Jakob an der Sihl .,0.4641079072294564,3986,0.41172563988586947
"Their style combines glam rock , punk rock and hard rock into a style the band describes as '' deathpunk '' .","Their style combines glam rock, hard rock and punk rock into a style the band describes as '' deathpunk.","They call their style deathpunk , which is a mixture of punk and hard rock .",0.911037331327386,3987,0.864697211379305
"Brown won the election in October NUMBER@1 with more than NUMBER@2 votes ; his next closest rival PERSON@1 had less than NUMBER@3 , and the election was humorously termed a ` Lenslide ' by some .","Brown won the election in October NUMBER@1 with more than NUMBER@2 votes ; his closest rival, PERSON@1, had less than NUMBER@3 votes.","Brown won the election in October NUMBER@1 with more than NUMBER@2 votes ; his next closest rival PERSON@1 had less than NUMBER@3 , and the election was jokingly called a ` Lenslide ' by some .",0.6103589681478647,3988,0.6747314703770173
The concept of justification occurs in many books of the Old and New Testaments .,The concept of justification is found in the Old and New Testaments.,"The concept of justification is found in several of both Old Testament , and New Testament books .",0.7969714241263307,3989,0.7961321789541361
"Although they pass other landmarks she mentioned , such as a string of volcanoes , ORGANIZATION@1 grows impatient as the search begins to yield no results .","Although they pass other landmarks she mentioned, such as a string of volcanoes, ORGANIZATION@1 grows impatient as the search begins to yield no results.",There are five main characters known as the '' Gang of Five : '',0.9516131029679225,3990,0.7873685531891309
"Death PERSON@1 died of a cerebral hemorrhage in Darjeeling , LOCATION@1 , LOCATION@2 in NUMBER@1 , aged NUMBER@2 .","Death PERSON@1 died in Darjeeling, LOCATION@1, LOCATION@2 in NUMBER@1, aged NUMBER@2.","He died aged NUMBER@2 in Darjeeling , LOCATION@2 .",0.6854537965958578,3991,0.6650317813220777
The South Africa national football team or Bafana Bafana is the national team of South Africa and is controlled by the South African Football Association .,South African national football team is the national football team of South Africa.,South Africa national football team is the national football team of South Africa .,0.4663552199640582,3992,0.47031817090126776
"In this case , the nap is woven into the cloth , often by weaving loops into the fabric , which can then be cut or left intact .","In this case, the nap is woven into the cloth, often by weaving loops into the fabric, which can then be cut or left intact.","The nap is woven into the cloth , often by weaving loops into the fabric .",0.9216286595910788,3993,0.8709948156028986
"The LOCATION@1 show was on the March NUMBER@1 , NUMBER@2 at ORGANIZATION@1 .","The LOCATION@1 show was on the March NUMBER@1, NUMBER@2 at ORGANIZATION@1.",The LOCATION@1 show was on March NUMBER@1 NUMBER@2 at ORGANIZATION@1 .,0.9297226181155758,3994,0.9417879173630163
The city is the administrative and economic center of LOCATION@1 .,The city is the administrative and economic center of LOCATION@1.,Temperatures range between NUMBER@1 C -LRB- NUMBER@2 F -RRB- and NUMBER@3 C -LRB- NUMBER@4 F -RRB- .,0.9421716404683662,3995,0.7820339455749049
Ain al-Yaqeen -LRB- English : Heart of the Matter -RRB- is an Arab news magazine published weekly that focuses on political topics .,Ain al-Yaqeen -LRB- English : Heart of the Matter -RRB- is a weekly Arab news magazine.,Ain al-Yaqeen -LRB- English : Heart of the Matter -RRB- is an Arab news magazine .,0.6174959215250881,3996,0.6167381554841995
"It is included in the LOCATION@1 , and the town 's population was NUMBER@1 at the NUMBER@2 census .","It is included in the LOCATION@1, and the town's population was NUMBER@1 at the NUMBER@2 census.","LOCATION@2 , LOCATION@3 is a town of LOCATION@3 in the LOCATION@4 .",0.9062502311937737,3997,0.8184033018169982
PERSON@1 is the name of the third highest football league in LOCATION@1 .,PERSON@1 is the name of the third highest football league in LOCATION@1.,PERSON@1 is a football league which is third division in LOCATION@1 .,0.9472761546095756,3998,0.9137525689111996
"PERSON@1 was born in LOCATION@1 , the son of PERSON@2 -LRB- Greening -RRB- and PERSON@3 , a sub-lieutenant in the LOCATION@2 .","PERSON@1 was born in LOCATION@1, the son of PERSON@2 and PERSON@3.",Rattle now has the title of Principal Artist with the ORGANIZATION@1 .,0.4375819450333005,3999,0.41199756520135067
"Abstractions may be formed by reducing the information content of a concept or an observable phenomenon , typically to retain only information which is relevant for a particular purpose .","Abstractions may be formed by reducing the information content of a concept or an observable phenomenon, typically to retain only information which is relevant for a particular purpose.","Abstractions may be formed by reducing the information content of a concept or a phenomenon as viewed , often to keep only the information which is needed for a particular purpose .",0.9662140977573904,4000,0.9594373556381878
"The project is considered unique in terms of its technology , the political environment and the challenging physical climate .","The project is unique in terms of its technology, the political environment and the challenging physical climate.",The power plant was first planned back in the NUMBER@1 .,0.8580414184502193,4001,0.7421205975706615
"The LOCATION@1 Tracts -LRB- -RRB- comprise an area of NUMBER@1 km2 in south-eastern LOCATION@2 , and borders LOCATION@3 and LOCATION@4 -LRB- LOCATION@5 -RRB- .","The LOCATION@1 Tracts -LRB- -RRB- comprise an area of NUMBER@1 km2 in south-eastern LOCATION@2, and borders LOCATION@3 and LOCATION@4 -LRB- LOCATION@5 -RRB-.","The LOCATION@1 Tracts -LRB- Bengali : Parbotto Chô ogram -RRB- comprise an area of NUMBER@1 km2 in south-eastern LOCATION@2 , and borders LOCATION@3 and LOCATION@4 -LRB- LOCATION@5 -RRB- .",0.963139146378955,4002,0.9645507223201248
"Brawl issue -RRB- , mini-posters for then-current games with the newsstand issues , as well as occasional one-page extras such as alternate game box cover art slips and calendars for such titles as Jade Empire and God of War .","Brawl issue, mini-posters for then-current games with the newsstand issues, as well as occasional one-page extras such as alternate game box cover art slips and calendars for such titles as Jade Empire and God of War.",Brawl .,0.9266906702412969,4003,0.7352815623831961
"South LOCATION@1 is a city of LOCATION@1 , LOCATION@2 .","South LOCATION@1 is a city of LOCATION@1, LOCATION@2.","South LOCATION@1 is a city in LOCATION@1 , LOCATION@2 .",0.9095813501964916,4004,0.9458984916860407
"It occupied the northern third of the island of Great Britain and shared a land border to the south with the Kingdom of England , with which it was united to form the Kingdom of Great Britain , under the terms of the Acts of Union , in 1707 .","It occupied the northern third of the island of Great Britain and shared a land border to the south with the Kingdom of England, with which it was united to form the Kingdom of Great Britain, under the terms of the Acts of Union, in 1707.",It later combined with the Kingdom of England to become the Kingdom of Great Britain .,0.9485807812903538,4005,0.8295557587599952
In 2006 Honda introduced the first production motorcycle airbag safety system on its Gold Wing motorcycle .,In 2006 Honda introduced the first production motorcycle airbag safety system on its Gold Wing motorcycle.,In 2006 the airbag was set up for a motorcycle . This was in the Gold Wing by Honda .,0.9755494772830856,4006,0.9135833989794009
"Eventually , improvements were achieved in quality and manufacturing processes which led to the business rapidly expanding on both the domestic and overseas markets .","Eventually, improvements were made in quality and manufacturing processes which led to the business rapidly expanding on both the domestic and overseas markets.",Improvements were made in quality and the building processes . The business expanded rapidly on both the domestic and overseas markets .,0.9311065903629165,4007,0.9060629879135683
"The team 's home field is the 45,596-seat Robert F. Kennedy Memorial Stadium , owned by the District of Columbia and located on the Anacostia River .","The team's home field is the 45,596-seat Robert F. Kennedy Memorial Stadium, owned by the District of Columbia and located on the Anacostia River.",Their nickname is '' the Black-and-Red '' .,0.9532403049853024,4008,0.7452820227450173
"Greensboro has grown to be part of a thriving metropolitan area called the Triad , which encompasses three major cities -LRB- Greensboro , High Point , and Winston-Salem -RRB- and more than a million people .","Greensboro is a city in the state of North Carolina, and it is part of a metropolitan area called the Triad. The Triad includes three major cities -LRB- Greensboro, High Point, and Winston-Salem -RRB- and more than a million people.",Greensboro is near Winston Salem and High Point in an area called The Triad .,0.9421798586845398,4009,0.8645927309989929
Red Prophet -LRB-/O1988/O-RRB- is an alternate history\/fantasy novel by Orson Scott Card .,Red Prophet -LRB-/O1988/O-RRB- is an alternate history/fantasy novel by Orson Scott Card.,Plot introduction,0.9379709284384171,4010,0.7109335431685814
The so-called second generation of the RAF committed several kidnappings and killings in a campaign in support of their comrades .,The second generation of the RAF committed several kidnappings and killings in support of their comrades.,The so-called second generation of the RAF committed several kidnappings and killings in a campaign in support of the prisoners .,0.7633790855224316,4011,0.7900248857644888
"In The Oxford History of Ancient Egypt , edited by Ian Shaw .",In The Oxford History of Ancient Egypt.,"Jaromir Malek , In the Shadow of the Pyramids : Egypt During the Old Kingdom , University of Oklahoma Press , 1986 .",0.571650363382746,4012,0.5438350351130377
"Despite the advent of World War II , PERSON@1 was still the most financially successful ORGANIZATION@1 film of the NUMBER@1 .","Despite the advent of World War II, PERSON@1 was still the most successful ORGANIZATION@1 movie of the NUMBER@1.","Even though World War II was going on , PERSON@1 was still the most financially successful Disney movie of the NUMBER@1 .",0.857786361694336,4013,0.8188552169799805
"In announcing the project , ORGANIZATION@1 also announced that they had ordered a total of NUMBER@1 locomotives , their largest ever single locomotive order .","In announcing the project, ORGANIZATION@1 also announced they had ordered NUMBER@1 locomotives.","In announcing the project , ORGANIZATION@1 also announced that they had ordered a total of NUMBER@1 units , their largest ever single locomotive order .",0.553605233943915,4014,0.5925474193277238
Another large steppe area -LRB- prairie -RRB- is located in the central United States and western Canada .,Another large steppe area -LRB- prairie -RRB- is located in the central United States and western Canada.,Another large steppe area is located in the central United States and western Canada .,0.9734738716539347,4015,0.9309408940234274
"Attractions include the ORGANIZATION@1 , ORGANIZATION@2 , the Mauritian LOCATION@1 and the old LOCATION@2 theatre .","Attractions include the ORGANIZATION@1, ORGANIZATION@2, the Mauritian LOCATION@1 and the old LOCATION@2 theatre.","Other things to see in the city include the ORGANIZATION@1 , ORGANIZATION@2 , the Mauritian LOCATION@1 and the old LOCATION@2 theatre .",0.935499382019043,4016,0.9333746453990107
"The band comprises bassist\/vocalist Troy Sanders , lead guitarist\/vocalist Brent Hinds , rhythm guitarist\/vocalist Bill Kelliher and drummer\/vocalist Brann Dailor .","The band is made up of three members : bassist Troy Sanders, lead guitarist Brent Hinds, rhythm guitarist Bill Kelliher and drummer Brann Dailor.","Mastodon are a heavy metal band from Atlanta , Georgia .",0.7542687512579419,4017,0.6549675194990068
July 30 & ndash ; The first Defenestration of Prague occurs .,July 30 - The first Defenestration of Prague occurs.,July 30 -- 1st defenestration of Prague,0.7689730691128089,4018,0.7544202257375248
Einstein has said that all of the consequences of special relativity can be derived from examination of the Lorentz transformations .,Einstein has said that all of the consequences of special relativity can be derived from examination of the Lorentz transformations.,"In 1905 , Einstein published his article introducing special relativity , '' On the Electrodynamics of Moving Bodies '' , in Annalen der Physik . In this article , he presented the postulates of relativity , derived the Lorentz transformations from them , and -LRB- unaware of Lorentz 's 1904 article -RRB- also showed how the Lorentz Transformations affect electric and magnetic fields .",0.9758403641836983,4019,0.8716825865265122
"Isonoe belongs to the Carme group , made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165 .","Isonoe belongs to the Carme group, made up of non-spherical retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165.","Isonoe belongs to the Carme group , made up of non-spherical retrograde moons orbiting Jupiter at a distance ranging between 23,000,000 and 24,000,000 km and at an inclination of about 165 .",0.9702257513999939,4020,0.9716839790344238
