source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty
simplify: Football League One was introduced for the 2004 -- 05 season .,['Football League One was introduced for the 2004-05 season.'],It is the new name of the English Second Division .,4391,0.753571692
"simplify: 1933 & ndash ; Claudio Abbado , Italian conductor","['1933 -- Claudio Abbado, Italian conductor']","1933 - Claudio Abbado , conductor",4392,0.686733202
"simplify: NUMBER@1 , NUMBER@2 .","['NUMBER@1, NUMBER@2.']",They give oxygen for breathing also while on land .,4393,0.694333663
"simplify: Auchtubh is a village in the Stirling council area of Scotland , less than a mile to the east of the village of Balquhidder .",['Auchtubh is a village in the Stirling council area of Scotland. It is less than a mile to the east of the village of Balquhidder.'],"Auchtubh is a village in Stirling , Scotland .",4394,0.857222276
simplify: Subtropical Storm PERSON@1 was the first subtropical storm to receive a name using the standard hurricane name list that did not become a tropical cyclone .,['Subtropical Storm PERSON@1 was the first subtropical to receive a name using the standard hurricane name list.'],Subtropical storm,4395,0.675822379
"simplify: It has a central park and many historic buildings , including old houses near the railway station on Sloane Street and two 19th-century cathedrals .","['It has a central park and many historic buildings, including old houses near the railway station on Sloane Street and two 19th-century cathedrals.']","It has a central park and many historic buildings , including old houses near the railway station on Sloane Street .",4396,0.925805976
"simplify: 1806 & ndash ; The original Lower Trenton Bridge -LRB- also called the Trenton Makes the World Takes Bridge -RRB- , which spans the Delaware River between Morrisville , Pennsylvania and Trenton , New Jersey , is opened .","['1806 - The original Lower Trenton Bridge -LRB- also called the Trenton Makes the World Takes Bridge -RRB-, which spans the Delaware River between Morrisville and Trenton, New Jersey, is opened.']",1790 -- The first boat specialized as a lifeboat is tested on the River Tyne .,4397,0.799586776
"simplify: Literature written by citizens of other nations such as Belgium , Switzerland , Canada , Senegal , Algeria , Morocco , etc. is referred to as Francophone literature .","['Literature written by citizens of other nations such as Belgium, Switzerland, Canada, Senegal, Algeria, Morocco, etc. is called Francophone literature.']","These countries include Belgium , Switzerland , Canada , Senegal , Algeria , and Morocco . Works that are written in French but not from France are called Francophone literature .",4398,0.831234719
"simplify: The river is also potentially valuable for hydroelectric power , and the Inga Dams below Pool Malebo are first to exploit the Congo river .",['The Congo River is also potentially valuable for hydroelectric power.'],"The river can also be valuable for hydroelectric power , and the Inga Dams below Pool Malebo are some of the first dams built .",4399,0.479807522
"simplify: Generally translated as mateine in articles written in English Some yerba mate enthusiasts assert that mateine is a stereoisomer of caffeine , which would make it a different substance altogether .",['Generally translated as mateine in articles written in English'],It is called mateine in the mate drink .,4400,0.262091659
simplify: Ù Ú Ø -RRB- is a valley near LOCATION@1 in the LOCATION@2 .,['   is a valley near LOCATION@1 in the LOCATION@2.'],Ù Ú Ø -RRB- is a valley near LOCATION@1 in the northern areas of LOCATION@3 .,4401,0.64310841
"simplify: In a scandal that became known as '' Crashgate '' in the media , during the 2009 season around the time of the Belgium Grand Prix , allegations by former Renault driver Nelson Piquet Jr. about his crash in the 2008 Singapore Grand Prix led to charges of race-fixing against Renault and the departure of team boss Flavio Briatore and engineering director Pat Symonds .","[""In a scandal that became known as '' Crashgate '' in the media, during the 2009 season around the time of the Belgium Grand Prix, allegations by former Renault driver Nelson Piquet Jr. about his crash in the 2008 Singapore Grand Prix led to accusations of race-fixing against Renault and the departure of team boss Flavio Briatore and engineering director Pat Symonds.""]","A scandal developed that became known as '' Crashgate '' in the media , during the 2009 season around the time of the Belgium Grand Prix . Claims were made by former Renault driver Nelson Piquet Jr. about his crash in the 2008 Singapore Grand Prix .",4402,0.973741595
"simplify: PERSON@1 , NUMBER@1 , note NUMBER@2 Dürer 's godfather was PERSON@2 , who left goldsmithing to become a printer and publisher in the year of PERSON@3 's birth .","[""PERSON@1, NUMBER@1, note NUMBER@2 Dürer's godfather was PERSON@2. He became a printer and publisher in the year of PERSON@3's birth.""]","PERSON@3 's godfather was PERSON@2 , who left goldsmithing to become a printer and publisher in the year PERSON@3 was born .",4403,0.765659189
"simplify: As a language no longer in common use -LRB- a dead language , though some would dispute whether it should be called '' dead '' -RRB- , Latin has the advantage that the meaning of its words have less likelihood of changing radically from century to century .","[""As a language no longer in common use -LRB- a dead language, though some would dispute whether it should be called '' dead '' -RRB-, Latin has the advantage that the meaning of its words have less likelihood of changing radically from century to century.""]",But Latin has the advantage that the meaning of its words have less likelihood of changing radically from century to century .,4404,0.931025316
simplify: In August 1941 Robert Menzies resigned as Prime Minister .,['In August 1941 Robert Menzies resigned as Prime Minister.'],He was leader of the Country Party when Robert Menzies resigned in 1941 .,4405,0.87242165
simplify: Alan Kuo is a Taiwanese singer and actor .,['Alan Kuo is a Taiwanese singer and actor.'],Alan Kuo -LRB- -RRB- is a Taiwanese rock singer and actor .,4406,0.836340882
simplify: The original '' Kaval sviri '' can be heard where PERSON@1 races into battle in the Hercules episode '' Unchained Heart '' .,"[""PERSON@1 is in the series '' Unchained Heart ''.""]","In the Hercules : The Legendary Journeys episode , '' Unchained Heart '' , in which PERSON@1 is introduced , the original '' Kaval Sviri '' is the music used to announce Xena racing into battle .",4407,0.383370755
"simplify: Following the end of the Late Classic Period , no new major monuments were built at Tikal and there is evidence that elite palaces were burned .",['There is evidence that elite palaces were burned.'],"After the end of the Late Classic Period , no new major monuments were built . Some palaces were burned and the population declined .",4408,0.33617675
"simplify: It debuted on April 5 , 1987 as the Fox network 's second primetime series after Married ... with Children , and ran until May 26 , 1990 .","[""It debuted on April 5, 1987 as the Fox network's second primetime series after Married... with Children, and ran until May 26, 1990.""]","It debuted on April 5 , 1987 as the FOX network 's second primetime series -LRB- after Married ... with Children -RRB- , and ran until May 26 , 1990 .",4409,0.807756794
simplify: The LOCATION@1 is one of the regions of LOCATION@2 and consists of most of the eastern half of the traditional region of the LOCATION@3 .,['The LOCATION@1 is one of the regions of LOCATION@2.'],"LOCATION@4 is situated between the three main cities of LOCATION@5 , LOCATION@6 and LOCATION@7 .",4410,0.324519883
simplify: Melide is a municipality in the district of LOCATION@1 in the canton of LOCATION@2 in LOCATION@3 .,['Melide is a municipality of the district LOCATION@1 in the canton of LOCATION@2 in LOCATION@3.'],Melide is a municipality of the district LOCATION@1 in the canton of LOCATION@2 in LOCATION@3 .,4411,0.880465537
"simplify: Code conversion , multiple meanings in telecommunication","['Code conversion, multiple meanings in telecommunication']",Code conversion -LRB- computing\/telecommunications -RRB-,4412,0.862852741
"simplify: Oreopoulou , p. NUMBER@1 .","['Oreopoulou, p. NUMBER@1.']","Oreopoulou , p. NUMBER@2 .",4413,0.71848825
simplify: Maltot is a commune in the Calvados department in the LOCATION@1 region in northwestern LOCATION@2 .,['It is found in the region Basse-Normandie in the Calvados department in the northwest of LOCATION@2.'],Maltot is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of LOCATION@2 .,4414,0.820793373
"simplify: Risk factors for stroke include advanced age , hypertension -LRB- high blood pressure -RRB- , previous stroke or transient ischemic attack -LRB- TIA -RRB- , diabetes , high cholesterol , cigarette smoking and atrial fibrillation .","['Risk factors for stroke include advanced age, hypertension, previous stroke or transient ischemic attack -LRB- TIA -RRB-, diabetes, high cholesterol, cigarette smoking and atrial fibrillation.']","Risk factors for stroke include advanced age , hypertension -LRB- high blood pressure -RRB- , previous stroke or transient ischaemic attack , diabetes , high cholesterol , cigarette smoking , atrial fibrillation , migraine with aura , and thrombophilia -LRB- a tendency to thrombosis -RRB- .",4415,0.777060571
"simplify: On NUMBER@1 January NUMBER@2 , ORGANIZATION@1 NUMBER@3 DJ PERSON@1 started a campaign to get '' Honey to the Bee '' back into the Top NUMBER@4 on download sales as a way of testing out new chart rules that favor download sales .","[""On NUMBER@1 January NUMBER@2, DJ PERSON@1 from ORGANIZATION@1 NUMBER@3 started a campaign to get '' Honey to the Bee '' back into the Top NUMBER@4 on download sales as a way of testing out new chart rules that favor download sales.""]","On NUMBER@1 January NUMBER@2 , ORGANIZATION@1 NUMBER@3 DJ PERSON@1 started a campaign to get '' Honey to the B '' back into the Top NUMBER@4 on download sales as a way of testing out new chart rules that favor download sales .",4416,0.962125282
"simplify: PERSON@1 , aka PERSON@2 -LRB- born July NUMBER@1 , NUMBER@2 -RRB- , is a Spanish footballer who plays for ORGANIZATION@1 , as a central defender .",['PERSON@1 -LRB- born NUMBER@1 July NUMBER@2 -RRB- is a Spanish football player.'],PERSON@1 -LRB- born NUMBER@1 July NUMBER@2 -RRB- is a Spanish football player .,4417,0.449065636
"simplify: At the conclusion of the NUMBER@1 season , the ORGANIZATION@1 had the best record of any team in the ORGANIZATION@2 since PERSON@1 was hired as head coach .","['At the end of the NUMBER@1 season, the ORGANIZATION@1 had the best record of any team in the ORGANIZATION@2.']",He coached the ORGANIZATION@1 for NUMBER@2 seasons .,4418,0.640627166
"simplify: In addition to serving as the reproductive organs of flowering plants , flowers have long been admired and used by humans , mainly to beautify their environment but also as a source of food .","['In addition to serving as the reproductive organs of flowering plants, flowers have long been admired and used by humans.']",For people As decoration Flowers have long been admired and used by humans .,4419,0.552045135
"simplify: It was their first album released in the United States , preceding the US version of The Clash .",['It was their first album released in the United States.'],"In the United States , this was their first official album because it was realsed before the U.S. version of The Clash -RRB- .",4420,0.487809402
"simplify: Semantics The word is mainly used as a profanity towards someone the speaker does not like or whose behavior is hurtful , self-centered , or particularly abrasive .","['Semantics The word is mainly used as a profanity towards someone the speaker does not like or whose behavior is hurtful, self-centered, or particularly abrasive.']",How it is used Asshole is mainly used as a bad word towards someone that that the speaker does not like .,4421,0.920708673
"simplify: In 1966 , New Orleans Square , based on 19th century New Orleans In 1972 , '' Bear Country '' , themed to the mountain forests of the South .","['In 1966, New Orleans Square, based on 19th century New Orleans']","New Orleans Square New Orleans Square looks like a place called the '' French Quarter '' in New Orleans , Louisiana .",4422,0.420289198
"simplify: It is the term used to describe early devices for projecting an image on a screen , using either a lens or pinhole .","['It is the term used to describe early devices for projecting an image on a screen, using either a lens or pinhole.']","Camera obscura means '' darkened chamber '' to describe early devices for projecting an image on a screen , by use of a lens or a pinhole .",4423,0.904156377
simplify: Guthrie died of complications of Huntington 's disease in 1967 .,"[""He died of complications of Huntington's disease in 1967.""]","Guthrie died in 1967 , from the effects of Huntington 's Chorea .",4424,0.789430949
"simplify: The prolific PERSON@1 also wrote mysteries and fantasy , as well as much non-fiction .",['The prolific PERSON@1 also wrote fantasy and mysteries.'],"He also wrote , fantasy , and non-fiction books .",4425,0.590280625
simplify: It peaked at as a category NUMBER@1 hurricane near LOCATION@1 on October NUMBER@2 .,['It peaked as a category NUMBER@1 hurricane near LOCATION@1 on October NUMBER@2.'],It peaked as a category NUMBER@1 hurricane near LOCATION@1 on October NUMBER@2 .,4426,0.838974733
simplify: Several organizations have stated that difficulties currently experienced by the Armenian minority in LOCATION@1 are a result of an anti-Armenian attitude by the Turkish government Armenian Swiss website .,['Several organizations have stated that difficulties currently experienced by the Armenian minority in LOCATION@1 are a result of an anti-Armenian attitude by the Turkish government Armenian Swiss website.'],"Anti-Armenianism is hostility toward or prejudice against Armenian people , Armenian culture and the LOCATION@2 , which can range in expression from individual hatred to institutionalized persecution .",4427,0.951869401
simplify: The guanaco -LRB- Lama guanicoe -RRB- is a camelid animal native to South America that stands between 107 and 122 centimeters -LRB- 3.5 and 4 feet -RRB- at the shoulder and weighs about 90 kg -LRB- 200 lb -RRB- .,['The guanaco -LRB- Lama guanicoe -RRB- is a camelid animal native to South America that stands between 107 and 122 centimeters -LRB- 3.5 and 4 feet -RRB- at the shoulder and weighs 90 kg -LRB- 200 lb -RRB-.'],The Guanaco -LRB- Lama guanicoe -RRB- is camelid animal native to South America .,4428,0.789409893
"simplify: Sometimes a distinction is also made between varieties and species of a particular animal , such as wild or domestic turkey .","['Sometimes a distinction is also made between varieties and species of a particular animal, such as wild or domestic turkey.']",References,4429,0.908347367
"simplify: With Jolson providing almost all the vocals , and veteran Columbia contractee Larry Parks playing Jolson , The Jolson Story -LRB- 1946 -RRB- became one of the biggest hits of the year .","['With Jolson providing almost all the vocals, and veteran Columbia contractee Larry Parks playing Jolson, The Jolson Story became one of the biggest hits of the year.']","A movie about Jolson 's life , The Jolson Story , won Oscars in 1946 . Larry Parks played Jolson , but Jolson sang the songs himself .",4430,0.74812088
"simplify: Letters RR through RZ , SS through SZ , up to ZZ are used for the next discoveries , e.g. RR Lyrae .","['Letters RR through RZ, SS through SZ, up to ZZ are used for the next discoveries.']",PERSON@1,4431,0.747167679
"simplify: A formal language L over an alphabet Î # is a subset of Î # \* , that is , a set of words over that alphabet .","['A formal language L over an alphabet Î # is a subset of Î # *, that is, a set of words over that alphabet.']","As an example of formal language , an alphabet might be . One string over that alphabet is .",4432,0.843773892
"simplify: It is the second-largest saltwater lake in the United States , after the Great Salt Lake in Utah , and the largest lake in Louisiana .","['It is the second largest saltwater lake in the United States, after the Great Salt Lake in Utah.']","It is the second largest salt-water lake in the United States , after the Great Salt Lake in Utah , and the largest lake in Louisiana .",4433,0.633776271
simplify: The sample mean could serve as a good estimator of the population mean .,['The sample mean could serve as a good estimate of the population mean.'],The sample mean is used as an estimate of the population mean .,4434,0.873019256
"simplify: The site was dated through radiocarbon dating to be at 61,000 BP and 110,000 BP through amino acid racemization .","['The site was dated through radiocarbon dating to be at 61,000 BP and 110,000 BP through amino acid racemization.']","The place was dated through radiocarbon dating to be at 61,000 BP and 110,000 BP through amino acid racemization .",4435,0.874310838
simplify: He has won more trophies than any other manager in the history of the English game .,['He has won more trophies than any other manager in the history of the English game.'],He was born in NUMBER@1 and has won more trophies than anyone else in the history of English football .,4436,0.903492104
"simplify: Interview on The Tonight Show with Jay Leno ; September 26 , 2005 Alba graduated from high school at age 16 , and she then subsequently attended the Atlantic Theater Company .","['Alba graduated from high school at age 16, and she then went to the Atlantic Theater Company.']","Interview on The Tonight Show with Jay Leno ; September 26 2005 The disorder affected her much less when her family moved to California . After high school , she went to the Atlantic Theater Company .",4437,0.507414809
"simplify: For the city in LOCATION@1 , see LOCATION@2 , LOCATION@1 .","['For the city in LOCATION@1, see LOCATION@2, LOCATION@1.']",LOCATION@2 is the second largest city in LOCATION@3 after the state capital PERSON@1 .,4438,0.808867404
simplify: Voyenne is a commune in the Aisne department in Picardie in northern France .,['It is found in the region Picardie in the Aisne department in the north of France.'],It is found in the region Picardie in the Aisne department in the north of France .,4439,0.858265473
simplify: Taung Child is believed to have been three years old at the time of its death .,['Taung Child is thought to have been three years old at the time of its death.'],Taung Child is believed to have been about three years old at the time of its death .,4440,0.861998105
"simplify: Advance Wars : Dual Strike , known in LOCATION@1 as Famicom Wars DS , is a turn-based tactics video game developed by ORGANIZATION@1 and published by ORGANIZATION@2 for the Nintendo DS handheld game console .","['Advance Wars : Dual Strike, known in LOCATION@1 as Famicom Wars DS, is a tactical video game made by ORGANIZATION@1 and published by ORGANIZATION@2 for the Nintendo DS game console.']","Advance Wars : Dual Strike , known in LOCATION@1 as Famicom Wars DS is a turn-based tactics video game made by ORGANIZATION@1 and published by ORGANIZATION@2 for the Nintendo DS game console .",4441,0.798711129
simplify: He has written several books and contributes science essays to publications such as The ORGANIZATION@1 and Discover .,['He has written several books and contributes science essays to publications such as The ORGANIZATION@1 and Discover.'],"PERSON@1 -LRB- born NUMBER@1 -RRB- is a popular science writer and blogger , mostly dealing with the study of evolution and parasites .",4442,0.925824943
"simplify: PERSON@1 -LRB- born January NUMBER@1 , NUMBER@2 in LOCATION@1 , LOCATION@2 -RRB- is a retired professional ice hockey player who played NUMBER@3 games in the ORGANIZATION@1 and NUMBER@4 games in the ORGANIZATION@2 .","['PERSON@1 -LRB- born January NUMBER@1, NUMBER@2 in LOCATION@1, LOCATION@2 -RRB- is a former professional ice hockey player.']","PERSON@1 -LRB- born January NUMBER@1 , NUMBER@2 in LOCATION@1 , LOCATION@2 -RRB- is a retired professional ice hockey player . During his career he played three games in the ORGANIZATION@1 and NUMBER@4 games in the ORGANIZATION@2 .",4443,0.506916542
"simplify: Existentialism is foreshadowed most notably by 19th century philosophers SÃ ren Kierkegaard and Friedrich Nietzsche , though it had forerunners in earlier centuries . In the 20th century , the German philosopher Martin Heidegger -LRB- starting from Husserl 's phenomenology -RRB- influenced other existentialist philosophers such as Jean-Paul Sartre , Simone de Beauvoir and -LRB- absurdist -RRB- Albert Camus .",['Existentialism was first influenced by S ren Kierkegaard and Friedrich Nietzsche.'],"Famous existentialists include Fyodor Dostoevsky , Jean-Paul Sartre , Friedrich Nietzsche , SÃ ren Kierkegaard , Samuel Beckett , Martin Heidegger , Albert Camus -LRB- although he did not think of himself as an existentialist and had his own Theory of the Absurd -RRB- , and Simone de Beauvoir .",4444,0.164626663
"simplify: Hubble has sometimes been incorrectly credited with discovering the Doppler shift in the spectra of galaxies , but this had already been observed earlier by PERSON@1 , whose data Hubble used .","['Hubble has sometimes been wrongly credited with finding the Doppler shift in the spectra of galaxies, but this had already been observed earlier by PERSON@1, whose data Hubble used.']","Some people have incorrectly said that Hubble discovered the Doppler shift in the spectra of galaxies , but this had already been observed earlier by PERSON@1 , whose data Hubble used .",4445,0.887916227
"simplify: Nord-Est -LRB- , -RRB- is one of the ten departments -LRB- French : départements -RRB- of Haiti .",['Nord-Est is one of the ten departments -LRB- French : départements -RRB- of Haiti.'],"Nord-Est -LRB- English : North-East -RRB- is one of the ten departments -LRB- French : départments , singular départment -RRB- of Haiti .",4446,0.754833888
simplify: Around 5.5 million people speak Danish .,['Around 5.5 million people speak Danish.'],"The number of speakers are about 5,5 million people .",4447,0.832335955
"simplify: The book was previously adapted into a 1973 feature film starring Ingrid Bergman , later released on home video as The Hideaways .",['The book was adapted into a 1973 movie starring Ingrid Bergman.'],"Before this movie , the book was made into a 1973 feature movie starring Ingrid Bergman , later released on home video as The Hideaways .",4448,0.456449687
"simplify: Johann Strauss III -LRB- February 16 , 1866 - January 9 , 1939 ; ; also known as Johann Eduard Strauss -RRB- was an Austrian composer whose father was Eduard Strauss , whose uncles were Johann Strauss II & Josef Strauss , and whose grandfather was Johann Strauss I/O. He was unofficially entrusted with the task of upholding his family 's tradition after the disbandment of the Strauss Orchestra by his father in 1901 .","[""Johann Strauss III -LRB- February 16, 1866 â '' January 9, 1939 -RRB- was an Austrian composer.""]","Johann Strauss III -LRB- February 16 , 1866 - January 9 , 1939 -RRB- was an Austrian composer and conductor . He was the son of Eduard Strauss , the nephew of Johann Strauss II , and grandson of Johann Strauss I/O. He wrote several waltzes , as well as an operetta , Katze und Maus -LRB- Cat and Mouse -RRB- .",4449,0.197418314
"simplify: If the animal can not be captured , prophylactic rabies treatment is recommended in most places .","['If the animal can not be captured, prophylactic rabies treatment is recommended in most places.']",Treatment,4450,0.90378595
simplify: Both charts are produced and published by the Ultratop organization .,['Both charts are produced and published by the Ultratop organization.'],Both charts are made and published by the Ultratop organization .,4451,0.865600103
"simplify: LOCATION@1 , home of Calvinism , was one of the great centres of the ORGANIZATION@1 . While LOCATION@2 favored the introduction of the new teaching and demanded liberty of preaching for the Reformers PERSON@1 and PERSON@2 , ORGANIZATION@2 renounced in NUMBER@1 its allegiance with LOCATION@1 .",['LOCATION@1 was one of the great centres of the ORGANIZATION@1.'],"In the ORGANIZATION@3 favored the new ORGANIZATION@4 teaching and demanded liberty of preaching for the Reformers PERSON@1 and PERSON@2 , but ORGANIZATION@2 renounced in its union with LOCATION@1 in NUMBER@1 .",4452,0.178749352
"simplify: The majority of residents in Wetherby work in Leeds , however many work on the Sandbeck industrial estate , major retailers in the town center or the Thorp Arch Trading Estate .",['The majority of residents in Wetherby work in Leeds.'],Wetherby has many factories in Thorpe Arch and on the Sandbeck Industrial Estate .,4453,0.292116576
simplify: New AMACOM Book Chronicles the Story of One Community 's 18-Year Struggle with Big Government and Big Business,"[""New AMACOM Book Chronicles the Story of One Community's 18-year struggle with Big Government and Big Business""]","Nuclear LOCATION@1 : The Remarkable Story of the LOCATION@2 That Could n't Be Bought -LRB- ISBN NUMBER@1 -RRB- is a NUMBER@2 book by PERSON@1 which follows the controversy about a proposed low level nuclear waste dump which was planned for LOCATION@3 , LOCATION@1 .",4454,0.932781538
simplify: PERSON@1 -LRB- born NUMBER@1 -RRB- is a performance artist and automotive designer .,['PERSON@1 -LRB- born NUMBER@1 -RRB- is an artist and automotive designer.'],PERSON@1 is a performance artist .,4455,0.787907015
"simplify: PERSON@1 is a commune in the Bouches-du-Rh ône department in southern LOCATION@1 , in the province of LOCATION@2 .",['PERSON@1 is a commune. It is found in the region Pays de la LOCATION@3 in the Bouches-du-Rh ône department in the south of LOCATION@1.'],PERSON@1 is a commune of NUMBER@1 people -LRB-/O2006/O-RRB- .,4456,0.907610774
simplify: La Vega is a province of the Dominican Republic .,['La Vega is a province of the Dominican Republic.'],"La Vega is a Dominican province , located in the central part of the country .",4457,0.845989728
"simplify: They are signed to Virgin Records and released their debut single , '' Wannabe '' , in NUMBER@1 .","[""They are signed to Virgin Records and released their first single, '' Wannabe '', in NUMBER@1.""]",A Greatest Hits album was released .,4458,0.875495243
"simplify: Scope of foundations laid The Principia covered only set theory , cardinal numbers , ordinal numbers , and real numbers .","['Scope of foundations laid Principia only set theory, cardinal numbers, ordinal numbers, and real numbers.']","The Principia is about only set theory , cardinal numbers , ordinal numbers , and real numbers , which are just normal numbers .",4459,0.765626086
simplify: The Brabançonne -LRB- Song of LOCATION@1 -RRB- is the national anthem of LOCATION@2 .,['The Brabançonne is the national anthem of LOCATION@2.'],"PERSON@1 , la Loi la Liberté",4460,0.586896908
simplify: ISBN NUMBER@1 ORGANIZATION@1 is a quantitative measure of the ability to identify black symbols on a white background at a standardized distance as the size of the symbols is varied .,['ISBN NUMBER@1 ORGANIZATION@1 is a measure of the ability to identify black symbols on a white background at a standard distance.'],ISBN NUMBER@1 ORGANIZATION@1 is a quantitative measure of the ability to identify black symbols on a white background at a standardized distance when the size of the symbols is varied .,4461,0.674023809
"simplify: She was a doctor and a surgeon already in the 1820s , long before it was formally permitted for women in 1870 .","['She was a doctor and a surgeon already in the 1820s, long before it was allowed for women in 1870.']",She was a doctor and a surgeon long before it was permitted for women .,4462,0.805789008
"simplify: ORGANIZATION@1 's song , '' When You Wish upon a Star , '' became a major hit and is still identified with the film , and later as a fanfare for The ORGANIZATION@2 itself .","[""ORGANIZATION@1's song, '' When You Wish upon a Star, '' became a big hit and is still identified with the film, and later as a fanfare for The ORGANIZATION@2 itself.""]","ORGANIZATION@1 's song , '' When You Wish Upon a Star , '' became a major success and still is today , and is the fanfare for The ORGANIZATION@2 .",4463,0.837712407
simplify: See also Timeline of LOCATION@1 See also List of commanders of LOCATION@2 is located in LOCATION@3 and was originally named LOCATION@4 by the Taíno .,['See also Timeline of LOCATION@1 See also List of commanders of LOCATION@2'],LOCATION@5 is a bay located in the south of the island of LOCATION@3 .,4464,0.412695824
simplify: It is the sequel to the Japan-only Game Boy Advance title Rhythm Tengoku .,['It is the sequel to the Game Boy Advance Rhythm Tengoku.'],It is the sequel to Rhythm Tengoku .,4465,0.675007914
simplify: AsniÃ res-en-Bessin is a commune in the Calvados department in the LOCATION@1 region in northwestern LOCATION@2 .,['Asni res-en-Bessin is a commune. It is found in the region Basse-Normandie in the Calvados department in the northwest of LOCATION@2.'],AsniÃ res-en-Bessin is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of LOCATION@2 .,4466,0.915497065
"simplify: Three storms hit LOCATION@1 within a very short space of time , the LOCATION@2 hurricanes PERSON@1 and PERSON@2 , and the ORGANIZATION@1 .","['Three storms hit LOCATION@1 within a very short time, the LOCATION@2 hurricanes PERSON@1 and PERSON@2, and the ORGANIZATION@1.']",Hurricane PERSON@1,4467,0.836254298
"simplify: One of the etymologies for name Vättern is from '' vatten '' , the Swedish word for water .","[""One of the etymologies for name Vättern is from '' vatten '', the Swedish word for water.""]",Many of the people living in the area get their drinking water directly from LOCATION@1 .,4468,0.786219366
simplify: In NUMBER@1 he became conservative whip in the ORGANIZATION@1 and served as a Lord in Waiting to Queen PERSON@1 from June NUMBER@2 to January NUMBER@3 and August NUMBER@3 to August NUMBER@4 .,['In NUMBER@1 he became conservative whip in the ORGANIZATION@1 and served as a Lord in Waiting to Queen PERSON@1 from June NUMBER@2 to January NUMBER@3 and August NUMBER@3 to August NUMBER@4.'],In NUMBER@1 he became active in the House of Lords . He served as a Lord in Waiting from June NUMBER@2 to January NUMBER@3 and August NUMBER@3 to August NUMBER@4 .,4469,0.874049852
"simplify: Because barite is so insoluble , it can not be used directly for the preparation of other barium compounds , or barium metal .","['Because barite is insoluble, it can not be used directly for the preparation of other barium compounds.']",Barium is found as barium sulfate -LRB- barite -RRB- and barium carbonate -LRB- witherite -RRB- in the ground .,4470,0.712013783
"simplify: Duruflé became titular organist of St. Étienne-du-Mont in Paris in 1929 , a position he held for the rest of his life .",['Duruflé became organist at St. Étienne-du-Mont in Paris.'],"In 1929 Duruflé became organist at St. Étienne-du-Mont in Paris , a job he kept for the rest of his life .",4471,0.431587336
"simplify: but grew up in Titusville , Florida , the son of a preacher with one brother and two sisters .","['but grew up in Titusville, Florida.']",and Comedy Centrals Premium Blend .,4472,0.324339598
"simplify: It is a planar , unsaturated compound that has the ability to absorb light .","['It is a planar, unsaturated compound that has the ability to absorb light.']","Uracil is a planar , unsaturated compound that has the ability to absorb light .",4473,0.823996603
simplify: Therefore the size of the code or circuitry required to implement such a cipher is nearly halved .,['Therefore the size of the code or circuitry required to implement such a cipher is nearly halved.'],"The Feistel structure has the advantage that encryption and decryption operations are very similar , even identical in some cases , requiring only a reversal of the key schedule .",4474,0.915750284
simplify: Today ORGANIZATION@1 is a political party in LOCATION@1 headed by Sheikh PERSON@1 .,['Today ORGANIZATION@1 is a political party in LOCATION@1 headed by Sheikh PERSON@1.'],Ù Û Ú -RRB- is political party in LOCATION@1 headed by Sheikh PERSON@1 .,4475,0.897057069
simplify: Artery = anterior ethmoidalposterior ethmoidalsphenopalatinegreater palatinebranch of superior labial,['Artery = anterior ethmoidalsphenopalatinegreater palatinebranch of superior labial ethmoidal strength'],Image : Maxillary_sinus_MRI .,4476,0.939680692
"simplify: Cake doughnuts are fried for about NUMBER@1 seconds at approximately NUMBER@2 Â C to NUMBER@3 Â C , turning once .","['Cake doughnuts are fried for about NUMBER@1 seconds at approximately NUMBER@2  C to NUMBER@3  C, turning once.']","Cake doughnuts are fried for about NUMBER@1 seconds at about NUMBER@2 Â C to NUMBER@3 Â C , turning once .",4477,0.870974612
simplify: Dagtse Dzong overlooks the roads to Yerpa and Ganden Monastery on th east .,['Dagtse Dzong overlooks the roads to Yerpa and Ganden Monastery on the east.'],Dagtse Dzong overlooks the roads to Yerpa and Ganden Monastery to the east .,4478,0.914552115
"simplify: It is from the Lower Cretaceous Yixian Formation near LOCATION@1 , LOCATION@2 , in the western LOCATION@3 province of LOCATION@4 .","['It is from the Lower Cretaceous Yixian Formation near LOCATION@1, LOCATION@2, in the western LOCATION@3 province of LOCATION@4.']","It is from Lower Cretaceous near LOCATION@1 , LOCATION@2 , in the western LOCATION@3 province of LOCATION@4 , Around NUMBER@1 million of years .",4479,0.902834868
simplify: Drouvin-le-Marais is a commune in the LOCATION@1 department in the LOCATION@2 region of LOCATION@3 .,['It is found in the region Nord-Pas-de-Calais in the LOCATION@1 department in the north of LOCATION@3.'],Drouvin-le-Marais is a commune . It is found in the region Nord-Pas-de-Calais in the LOCATION@1 department in the north of LOCATION@3 .,4480,0.782426745
"simplify: Basham , A.L. -LRB- 1968 -RRB- , Pacific Affairs , University of British Columbia , 641-643 There are differences in culture among the different ethnic groups in matters such as dress , food , and religion , especially where pre-Islamic customs differ from Islamic practices .","['There are differences in culture among the different ethnic groups in matters such as dress, food, and religion.']","Basham , A.L. -LRB- 1968 -RRB- , Pacific Affairs , University of British Columbia , 641-643 The different ethnic groups have differences in dress , food , and religion .",4481,0.332974674
